index,text,label
805,"Many people criticize Thomas Jefferson for being an owner of slaves. But Jefferson was one of our greatest presidents, and his Declaration of Independence is one of the most eloquent pleas for freedom and democracy ever written. Clearly these criticisms are unwarranted.",fallacy of red herring
806,I believe in God because no one can prove that a god doesn't exist.,intentional
807,"Everybody else is doing it, why don't you?",ad populum
808,"It goes against the idea it attempts to preserve, that no human has the right to take the life of another. Example- a parent hitting a child for hitting.",circular reasoning
809,"Bush was ""determined to knock down Saddam Hussein"" because of his ""nuclear  bomb potential.""",false causality
810,"Timmy: Mom, what if I don’t believe in God?
Mom: Then you burn in Hell forever.  Why do you ask?
Timmy: No reason.
",appeal to emotion
811,My way of responding to difficult patients is by far the most ethical because no other way is so ethical and it is the only way that is completely ethical.,circular reasoning
812,The depictions will normalize the abusive behavior and increase its prevalence in the general population,false causality
813,"NASA: Yes, we really did successfully land men on the moon.
 TinFoilHatGuy1969: Yeah, right. And Elvis is really dead.",intentional
814,"Your logical fallacy is no true scotsman.
 You made what could be called an appeal to purity as a way to dismiss relevant criticisms or flaws of your argument.",fallacy of red herring
815,Potatoes are delicious.,fallacy of red herring
816,"If we allow cadets to apply for encampment online, we’d save everyone lots of headaches. REPLY: No. We’ve always made cadets apply using a paper form.",fallacy of credibility
817,"Studies have shown that filling an inmate's day with work keeps their mind occupied, lowering instances of adverse activity and violence. Teaching them skills they can apply after release also lowers the rate of recidivism, contributing to rehabilitation for society.",fallacy of red herring
818,If the country is ever going to be safe from terrorists we have to close the borders.,false causality
819,Humans are organisms,fallacy of red herring
820,"It's ""polygamy"".",fallacy of red herring
821,The latest craze or fad; everyone has to have it.,ad populum
822,"""If you don't believe in God, you'll go to hell!"" is an example of:",appeal to emotion
823,"Mike: It is morally wrong to cheat on your spouse, why on earth would you have done that?
Ken: But what is morality exactly?
Mike: It’s a code of conduct shared by cultures.
Ken: But who creates this code?...
",fallacy of red herring
824,"Medical expenses for the elderly continue to rise. If you don't buy long-term health insurance now, you probably won't be able to qualify once you're older. Sure, the insurance policy is a little expensive, but it's worth spending the money today so you don't go bankrupt in the future, becoming a burden to your family.",appeal to emotion
825,"because the less intellectual a man is, the more love for money he will grow",fallacy of red herring
826,"""Andrea Dworkin has written several books arguing that the media harms women when it comes to body image. But Dworkin is an ugly, bitter person, so you shouldn't listen to her.""",ad hominem
827,That's why you use tabs. Agree?,fallacy of red herring
828,We know he's not lying since he says he's telling the truth.,circular reasoning
829,"You can configure your IDE to convert tab to spaces automagically, which means it doesn't matter, because you are using tab to type spaces in the end",false causality
830,"If Joe robbed a bank then he has a million dollars. Joe has a million dollars, so Joe robbed a bank.",fallacy of logic
831,we should not build bike lanes because cyclists run red lights,fallacy of extension
832,"A: ""We need to move towards self-driving cars as the next step in greater road safety.""
 
 B: ""But what about the self-driving Uber that didn't stop and killed a pedestrian in Arizona?""",fallacy of extension
833,"""No one has ever been able to prove definitively that extra-terrestrials exist, so they must not be real.""",intentional
834,"Student: Logical Fallacies have nothing to do with my life and I don't want to learn them!
Teacher: You are too young to understand why it's important!",ad hominem
835,"""If you do not submit your requirements today, you should drop your classes with Sir Lean.""",false dilemma
836,"Either God created the world or evolution happened.
 Evolution happened.
 Therefore, God did not create the world.",fallacy of logic
837,Common advice is to start investing early,fallacy of credibility
838,You have not provided evidence of this lack of evidence...,circular reasoning
839,"""If you give a mouse a cookie, he'll want a glass of milk to go with it"" is a book built around THIS fallacy.",faulty generalization
840,"Sandra tells her mom, ""I deserve to have a later curfew, so you should let me stay out until 10pm!""",circular reasoning
841,Some of its followers tend towards violence.,fallacy of red herring
842,"Hannah argues that because her friend was brainwashed as a child into thinking that people are generally good, people are not generally good.
 Name that fallacy:",ad hominem
843,"My opponent raises a good point, but can we really trust him? I mean he moved to this town only two years ago and everyone knows that his wife left him.",ad hominem
844,"one thing leads to another and another and another. . . creates a ""snowball"" effect.",faulty generalization
845,"Most other Christian traditions also maintain that religion is constantly ""changing.""",fallacy of red herring
846,"Kelly is the most selfish, annoying person that I know. She says that we should recycle to help save the Earth, but she only thinks about herself, so she must be wrong.",ad hominem
847,Allowing gay marriage puts us on the way to polygamy and bestiality,faulty generalization
848,"We are talking about banning privative software, so it is black and white. For example if PostgreSQL were privative then the government would not have access to scalable SQL databases, which are great and having a good SQL database usually is worth the license (ask Oracle).",fallacy of red herring
849,"Wilma: You cheated on your income tax. Don't you realize that's wrong?
 Walter: Hey, wait a minute. You cheated on your income tax last year. Or have you forgotten about that?",ad hominem
850,"""If you don't buy the warranty for your chromebook, you could find yourself without one for the rest of the schoolyear and having to pay thousands of dollars in expensive repairs"" IS an example of this fallacy.",appeal to emotion
851,"""Guys are messy and unclean, but are really hard workers."" is an example of ...",faulty generalization
852,you don't need to fix things in the house :-P,fallacy of red herring
853,"Water fluoridation affects the brain. Citywide, student's test scores began to drop five months after fluoridation began. The water fluoridation must have caused the student's test scores to drop.",false causality
854,Why should we put people on trial when we know they are guilty?,circular reasoning
855,a mad scientist builds a rocket to the sun but plans to embark at night to avoid being cremated.,fallacy of logic
856,SM 10: Local talk show host saying we are on the verge of a nuclear war leading to sitting in a basement for months.,fallacy of credibility
857,"Dad, either you let me go to the party or you're a bad dad.",false dilemma
858,"I must be telling the truth, since I'm not lying.",circular reasoning
859,"""She teaches engineering, and she said that the proposed bridge was a waste of money. I can't believe she hates our city so much.""",fallacy of extension
860,"I was hesitant at first about the move to the lightning cable, having plenty of existing apple connector devices. I'm glad that they did, because phones can now be smaller, thinner, and I can charge my phone in the dark without scratching the edge.",fallacy of red herring
861,"Recognising that Amanda had committed a fallacy in arguing that we should eat healthy food because a nutritionist said it was popular, Alyse said we should therefore eat bacon double cheeseburgers every day.",fallacy of logic
862,"Several years ago, a group of 10 psychologists started a psychology training program. Each of those psychologists is efficient, effective, and highly-regarded. Their training program must be efficient, effective, and highly-regarded.",faulty generalization
863,"We haven't found the ruins of Troy, so the city of Troy didn't really exist.",intentional
864,Socialism is the destruction of price information to OBSCURE the valuelessness of these workers to the consumer - so that they cannot make an informed decision of whether to pay the wage of the worker - it has not solved anything it has just forced the consumer to subsidize the valueless worker.,prejudicial language
865,"All teachers drink coffee and teachers are people; therefore, all people drink coffee.",faulty generalization
866,"Parent: You need to clean out your backpack.
 Child: You know I have ADD! Why can't you just accept me as I am?",fallacy of extension
867,"""I have one Japanese friend and it's true that all of them are numb.""",faulty generalization
868,"“Don’t worry about eating fast food. After all, millions of Americans eat it every day.”",ad populum
869,i dont know what you are saying but we need to make a room just for girls,fallacy of red herring
870,"""I have a right to free speech so I can say what I want and you shouldn't try to stop me"" is an example of",circular reasoning
871,"""Everyone should like coffee: 95% of teachers do!""",ad populum
872,"During the early 2000s, the search for a cause of autism led to vaccines, though no scientific link has been found between the administration of vaccines and the onset of autism. The time that children are vaccinated and the time they're diagnosed do closely correlate, however, leading upset parents to assign blame to the immunizations, for lack of a better explanation.",false causality
873,"""The Omani hospital tested three patients from Abu Dhabi and found they had the disease. They immediately banned all people from Abu Dhabi from entering the hospital.""",faulty generalization
874,"Charlie: I think we should put more money into schools. Quality public education is so important.
 Bob: So you're saying we should cut military spending and spend it instead on more spiral notebooks and crayons? I guess you want our country to be a weak, defenseless target for terrorists.",fallacy of extension
875,"""Shell was charged with misleading advertising in its Platformate advertisements. A Shell spokesman said: 'The same comment could be made about most good advertising of most products.'""",ad populum
876,"The death penalty is a barbaric waste of time and money, and court systems are not perfect.",appeal to emotion
877,"The administration of echinocandins in this patient has been a very successful choice. Fever has subsided, along with the rest of the septic manifestations, in less than 48 hours. The chronological correlation suffices for me. I am convinced it was a fungal infection.",false causality
878,"Joseph can’t be class president, he’s poor!”",ad hominem
879,The value of life is ultimately negative because any positive experiences will always be outweighed by suffering which is a more powerful feeling.,false causality
880,"""People nowadays only vote with their emotions instead of their brains.""",faulty generalization
881,"Saying things like ""ALL teenagers are irresponsible"" would be an example of which type of fallacy?",faulty generalization
882,Auto-format rarely handles 100% of edge cases.,fallacy of red herring
883,"Steve: In Sweden, college is free for citizens. How come we can't do that here?

Ed: If you like Sweden so much, move there. The USA would be glad to be rid of your liberal ass!",ad hominem
884,"You can buy the new Sensitivity perfume, or you can smell bad all day.",false dilemma
885,"""J.K Rowling is a wonderful writer because she writes so well"" is an example of what?",circular reasoning
886,"My new way of obtaining informed consent helps prevent dropouts. I chose the three therapists in our clinic who had the highest dropout rates and taught them my new informed consent procedure. The first month that they started using it, all three had significantly lower dropout rates.",false causality
887,"I view any discussion concerning the limiting of therapy as morally wrong, that is why I do not accept it.",circular reasoning
888,VÃ¥rt vÃ¤lfÃ¤rdssystem rimligen klarar av de 140.000 flyktingar som kommer hit.,fallacy of red herring
889,My opponent argues that we should abolish the soda tax. It's a shame that he wants to encourage people to eat and drink unhealthily. I say we keep it.,fallacy of extension
890,"""Sarah likes to run. All girls must like to run.""",faulty generalization
891,The truth isn't always a bad thing to know.,fallacy of red herring
892,"Person A: ""What's the weather like?""
 Person B: ""It's 2:00""",fallacy of logic
893,"Most of my testimony about the defendant was the opposite of what I actually believe but I'll bet there's no expert witness who has always told the truth from the time they were old enough to talk, so I'm no less honest than they are.",faulty generalization
894,"Even if Adam had dominion over the world, his heirs had no right that continue that dominion",fallacy of red herring
895,"My first day of basketball practice was easy, so it will always be easy.",faulty generalization
896,"I. The Ganges river is flooded due to large sheets of ice coming down from the Himalayas.
 II. Many people in the Himalayan ranges lost their houses under huge sheets of ice.",false causality
897,"My first time walking the dog went terribly, so my dog is a terrible one.",faulty generalization
898,"We can't legalize marijuana; if we do, then the next thing you know people will be strung out on heroin.",faulty generalization
899,"The research and reasoning that supposedly supports (or that supposedly discredits) this intervention are a joke. The researchers are people who are not methodologically sophisticated and there have been rumors--I have no idea whether they're true or not--that they faked some of the data. The advocates (or opponents) of this intervention are the worst kind of sloppy thinkers. They are fanatical adherents who already have their minds made up; they've become true believers in their cause. They make arguments only a stupid person would accept, and mistakes in reasoning that would make an undergrad psych major blush. These are not the kind of people who deserve to be taken seriously.",ad hominem
900,"It looks like the waiter forgot to charge us for the expensive bottle of champagne. Let's just leave -- after all, if he overcharged us, I doubt he would chase us down to give us our money back that we overpaid.",fallacy of red herring
901,Building the necessary infrastructure for casual aerial transport and traffic control would be extremely expensive and complicated.,ad populum
902,"If there is no objective morality, then all the bad people will not be punished for their bad behavior after death. I don't like that; therefore, morality must be objective.",appeal to emotion
903,I guess I should buy my 14 year old a new iPhone since everyone at her school has one.,ad populum
904,"Senator Jones supports a strong national defense, and he wants your vote. I would never vote for a coward like him.",ad hominem
905,"""How can you argue your case for vegetarianism when you are enjoying your steak?""",ad hominem
906,"""I drank bottled water and now I am sick, so the water must have made me sick.""
 
 What logical fallacy is used in the statement above?",false causality
907,"Pastor Pete: People are turning to God everywhere!  9 out of 10 people I interviewed said that they had a personal relationship with Jesus Christ.
Fred: Where did you find these people you interviewed?
Pastor Pete: In my church.",faulty generalization
908,"""Avoid Latam Airlines. Their planes are always late"" is what kind of fallacy?",faulty generalization
909,"Person 1:
 I am for raising the minimum wage in our state.
 Person 2:
 She is for raising the minimum wage, but she is not smart enough to even run a business.",ad hominem
910,"I am going to bed or watching TV. I am exhausted, so I will go to bed; therefore, I cannot watch TV.",fallacy of logic
911,"Siblings Dan and Joe had a serious argument, and Dan told Joe that he hated him and wished that he would get hit by a car. Two days later, Dan was told that Joe had been struck by a car. Dan blamed himself and thought that if he hadn't made the comment during their fight, Joe would not have been hit.",false causality
912,"Every time that rooster crows, the sun comes up. The rooster must control the sun.",false causality
913,"""The Cardinals are the best football team because they're better than all the other teams.""",circular reasoning
914,"This fallacy assumes something is true (or right, or good) because other people agree with it.",ad populum
915,"Motive, while useful, isn't necessarily evidence.",fallacy of red herring
916,"If Hunter was human, he would be mortal. Hunter is mortal. Therefore, Hunter is a human.",fallacy of logic
917,"At the same time, capitalism exploits natural disasters and, in the sense of climate change, contributes to them.",false causality
918,This clinic sure makes a lot of money. Each of the psychologists who work there must earn a large income.,faulty generalization
919,Popularity means it has been proven work.,fallacy of red herring
920,"Sarah loves to wear running shoes, all girls must like to run.",faulty generalization
921,"Billy - ""Spanish is easy."" Bobby - ""Don't listen to Billy; he failed Spanish class last year. """,ad hominem
922,Sexual preference is a pre-determined biological phenomena which dictates our desires,false causality
923,"An abusive attack against someone making the argument, instead of the argument itself, is called a/an",ad hominem
924,You oppose a senator's proposal to extend government-funded health care to poor minority children because that senator is a liberal Democrat.,ad hominem
925,", if everyone else is doing something, it must be right/good.",ad populum
926,They are troll Masters,ad hominem
927,What can our new math teacher know? Have you seen how fat she is?,ad hominem
928,"Sugar is an essential component of the body...a key material in all sorts of metabolic processes,' neglecting the fact that it is glucose (blood sugar) not ordinary table sugar (sucrose) that is the vital nourishment.",equivocation
929,"If we don't control Covid-19, it could lead to millions of deaths. Wouldn't it make you sad to live in a country where that had happened?",appeal to emotion
930,"If you do not believe in God, you will go to hell.",appeal to emotion
931,"""The mind is like a knife, cutting through difficult problems. But just as too much cutting dulls a knife, so too much education dulls the mind.""",fallacy of logic
932,This coin has landed heads-up nine times in a row. So it will probably land tails-up next time it is tossed.,false causality
933,"Either you love bacon, or you're wrong.",false dilemma
934,"""Finish your dinner. There are starving children in Africa."" is an example of",fallacy of red herring
935,"""If you don't cancel your cable, then..., then...., and you'll wake up in a ditch."" This is an example of...",faulty generalization
936,Ms. Baker assigned me a lot of homework because she's a witch!,ad hominem
937,"Because inequality makes people's lives worse, makes them live in poverty, and forces them to spend their lives in conditions of oppression and hierarchy. This is a stupid question.",ad hominem
938,"I am committed to preserving traditional marriage, the union of one man and one woman.",fallacy of credibility
939,Covid-19 is like 10 people doing arts and crafts together and one of them is working with glitter. How many art projects in the group get glitter on them?,fallacy of logic
940,Easier ≠ Better,fallacy of red herring
941,Deliberately using a fake issue or argument against someone because it's easier to prove wrong than the real issue would be,fallacy of extension
942,"""It is what it is!""",circular reasoning
943,"If we allow students to have cell phones, it will lead to chaos in the classroom. If we have chaos in the classroom, the students will fail to learn. If they fail to learn, their lives will be ruined forever!",faulty generalization
944,"Bob: that movie was a waste of time and money
Ted: what was wrong with it?
Bob: It sucked

This is an example of?",circular reasoning
945,"Jill and Jane have some concerns that the rules their sorority has set are racist in character. Since Jill is a decent person, she brings her concerns up in the next meeting. The president of the sorority assures her that there is nothing wrong with the rules, since the majority of the sisters like them. Jane accepts this ruling but Jill decides to leave the sorority.",ad populum
946,Both have been succeeded by better text editors and Integrated Development Environments which have made both emacs and vim obsolete.,fallacy of red herring
947,"Interviewer: What do you think should be done about people who swear in public?
 Man on the Street: I think it should be against the law.
 Interviewer: Oh, I suppose you're against the right to free speech, then?",fallacy of extension
948,"There are no good restaurants in New York; I tried two in Times Square, and they were awful.",faulty generalization
949,You moved the goalposts or made up an exception when your claim was shown to be false.,intentional
950,"Even if Adam's heirs had dominion over the world, there is no law of Nature nor positive law of God that determines which is the right heir (to dominion over the world) in all cases between generations",fallacy of red herring
951,"To justify support for a position by citing an esteemed or well-known figure who supports it.
 
 Para justificar el apoyo a una posiciÃ³n citando a una figura estimada o conocida que lo apoya.",fallacy of credibility
952,Mr. Casal is a bad teacher because he stinks.,ad hominem
953,"I hold a doctorate in theology, have written 12 books, and personally met the Pope. Therefore, when I say that Jesus' favorite snack was raisins dipped in wine, you should believe me.",fallacy of credibility
954,God doesn't exist.,ad populum
955,"""How am I to get in?"" asked Alice again, in a louder tone.
 ""Are you to get in at all?"" said the Footman, ""That's the first question, you know.""",intentional
956,"Everyone who gets a college degree is better off.  All people who are better off as a result of getting a degree are good to have conversations with.  Therefore, everyone who gets a college degree is a good person to have a conversation with.",faulty generalization
957,"If you allow the students to redo this one test, they will always want to redo all future tests",faulty generalization
958,"""He's not a great athlete; he's a fraud, a cheat and a liar. That's why not everybody is ""˜happy for Lance.'""",ad hominem
959,"Because cases spiked rapidly in New York City back in March, it justified us closing down the whole country.",faulty generalization
960,The speaker/author chooses a deliberately (on purpose) bad or oversimplified example in order to ridicule (make fun of) or refute (prove wrong) an idea,fallacy of extension
961,That parking attendant who gave me a ticket is as bad as Hitler.,fallacy of red herring
962,"""Officer, I was only driving as fast as everyone around me. I'm sure I wasn't speeding.""",ad populum
963,Canada is the best country to live in because it's better than the other countries!,circular reasoning
964,"One day, Megan wore a Donald Duck t-shirt, and she got an ¨A¨ on her Chemistry test. Now she wears a Donald Duck t-shirt every day to Chemistry class. 
Of what fallacy is this an example?",false causality
965,Everything that begins to exist was caused. The universe began to exist. The universe was caused.,circular reasoning
966,"This tactic plays upon a viewer's lack of knowledge by forcing the idea that the situation is static. Unless the audience is well-informed and aware of this deception, they may think that they have only two choices.",false dilemma
967,The Geo Metro is a superior car because it averages 43 miles per gallon.,intentional
968,"The burden of proof is on the creationist to prove it, not on the scientist to dispute it.",fallacy of red herring
969,Nobody else is wearing masks out in public. Why should you?,ad populum
970,"David is so wrong about Luna's work ethic. David is just an egotistical jerk with a God complex, what does he know?",ad hominem
971,"One pill is good, two will be better",appeal to emotion
972,"If the consequences of disagreeing are coercion and punishment, then the agreement of society is not voluntary.",fallacy of red herring
973,Love America or leave it.,false dilemma
974,President Reagan was a great communicator because he had the knack of talking effectively to the people.,circular reasoning
975,"surgeons have X-rays to guide them during an operation, lawyers have briefs to guide them during a trial, carpenters have blueprints to guide them when they are building a house. Why, then, shouldn't students be allowed to look at their textbooks during an examination?",fallacy of logic
976,"You can hardly blame President Clinton for having extramarital affairs. Many presidents, when faced with similar situations, have yielded to the same temptations.",fallacy of red herring
977,Since believing in a deity requires blind faith it is inherently illogical and therefore produces logical contradictions whether one argues in favor of the existence of such deity (or deities).,false causality
978,Either we pass this ordinance or there will be rioting in the streets.,false dilemma
979,No other international movement/NGO/protest group only uses telegram.,fallacy of credibility
980,We kill people in war. Torture is worse than killing. Who says we can't torture?,fallacy of red herring
981,"1. Red Herring
 2. Faulty logic- one does not lead to the other.
 3. ""Free?"" that's your opinion.
 4. You're gonna have to explain your opinion.
 5. How in the heck are Obama and Hitler similar? Ideology? Genocide? Persecution of Jews? Nationalism? Legacy? Historical context?
 6. It's ""Nobel.""
 Bye.",ad hominem
982,"""If we allow gay people to get married, then the next thing you know people will be wanting to marry their pets!""",faulty generalization
983,A husband and wife could both become state prostitutes and be paid for sleeping together,fallacy of red herring
984,"We should offer movies on our company's website. REPLY: No, we've built our company's fortune by renting movies only through our stores.",fallacy of credibility
985,The Royals are promoting their team for the next season by telling people to come join the team because everyone else has.,ad populum
986,Americans should give money to charity because it is the right thing to do.,circular reasoning
987,"Your friend says, ""You can't prove that space aliens don't exist, so they must be real."" This is an example of which logical fallacy?",intentional
988,"Melvin: Boss, why do I have to work weekends when nobody else in the company does?
 Boss: Am I sensing insubordination? I can find another employee very quickly, thanks to Craigslist, you know.",appeal to emotion
989,We as the Board can either choose to approve this initial public offering or we can suffer slow annihilation at the hands of our competitors.,false dilemma
990,"Callie: Did you know that Jake Tooten was a racist?
Chris: I know Jake well. Why do you say he’s a racist?
Callie: He was on a podcast the other day...
Chris: Did he say something racist?
Callie: No, but the podcast host did an interview two years ago with a woman who said she supported an organization that had a history of racism back in the 1960s. Jake clearly supports racism!",faulty generalization
991,"Cannabis Use, Abuse, and Dependence",circular reasoning
992,"Frameworks are self indulgent, over complicated, buggy, poorly performant, and ultimately unnecessary for most website development needs.",fallacy of red herring
993,We need it to create a real democracy.,fallacy of red herring
994,"This will make social benefits even more expensive for everyone. We would have to hire supervisors, bureaucrats, security and more enforcement, etc. as well as provide supplies and a place to work. This would be an incredibly expensive way of gathering unskilled labor, and is government overreach.",fallacy of red herring
995,"You can't give me a C! I'm an A student, a C is just wrong!",circular reasoning
996,It has been tied to a decrease in sexual violence towards women.,faulty generalization
997,Skipping looking for a second opinion or evidence and just asking one doctor is what fallacy?,fallacy of credibility
998,"""everybody's doing it, so it must be a good thing to do.""",ad populum
999,"Feminism is part of “a socialist, anti-family political movement that encourages women to leave their husbands, kill their children, practice witchcraft, destroy capitalism and become lesbians.” (Statement from Pat Robertson)",fallacy of extension
1000,Forty million people won't be wrong. Please buy the latest iPhone 12.,ad populum
1001,It's questionable whether the purpose of one's life is more oriented towards pleasuring themselves or rather living a life in accordance to a culture/religion (Individualist versus Collectivist problem),fallacy of red herring
1002,"""I can't trust that doctor's advice on how to raise my child. He has never been a mother.""",ad hominem
1003,"Kirk drew a picture of a fish and a human and with effusive disdain asked Richard if he really thought we were stupid enough to believe that a fish somehow turned into a human through just, like, random things happening over time.",intentional
1004,"Supreme Court Justice Byron White was an All-American football player while in college, so how can you say that athletes are dumb?",faulty generalization
1005,"If you told a person, ""I think we should all stay inside to bend the curve of COVID-19"" and they replied, ""so I guess you want people to lose their jobs then,"" what logical fallacy are they using?",fallacy of extension
1006,", rather than on his arguments or opinions.",ad hominem
1007,"This type of propaganda implies that since EVERYONE else is buying a product, so should you!",ad populum
1008,"In class, Ryan turns to Doug and says, ""Smoking cigarettes is nothing short of suicide: the smoker is willingly killing himself. Duh.""",fallacy of red herring
1009,The mayor argued that we need to reduce funding for the animal shelter in order to balance the budget. Don't vote for someone who doesn't think the government should care about animals.,fallacy of extension
1010,"One of our clients doubled their conversions after changing all their landing page text to bright red. Therefore, changing all text to red is a proven way to double conversions.",faulty generalization
1011,how is self defense more a social utility than taveling faster from point a to point b?,faulty generalization
1012,We should move to the Midwest because Mujtaba from the Wall Street Journal says the cost of living is cheaper there.,fallacy of credibility
1013,"""Even though it's only the first day, I can tell this is going to be a boring course.""",faulty generalization
1014,"""You can't give me a C. I'm an A student!""",circular reasoning
1015,"Some of you have objected to the ethics of my clinic's buying those new test batteries. You claim that the new tests are unreliable, have no published norms, have never demonstrated validity, cannot be used by clients who are physically disabled, have been condemned as bogus by every major scientific organization, and were developed and sold by my brother-in-law, who unfortunately cannot be with us today due to a misunderstanding with his overly controlling and rigidly judgmental parole officer. What you have apparently failed to appreciate, however, is that these new tests are much easier to learn, can be administered and scored in a fraction of the time required by the old tests, and were so inexpensive compared to the old tests that I'll be able to give you each a bonus at the end of the month.",fallacy of red herring
1016,"Oh please, what do you know about labor laws? You don't even have a job.",ad hominem
1017,"""The two courses I took at UF were not very interesting. I don't think its a good university.""",faulty generalization
1018,vim or vi are more likely to be present on any given Unix system. If you interact with a lot of Unix systems if makes more sense to use the common editor.,fallacy of red herring
1019,"Webster's defines theft as the taking of property with intent to deprive the rightful owner of it. The taxee sends money to the taxing authority themselves, on pain of imprisonment. This is not theft but extortion, the getting of property/money from a person by the use of force or threats.",fallacy of red herring
1020,Senator Lewis says we should not fund the missile attack program. I disagree. I don't know why she wants to leave us defenseless like that.,fallacy of extension
1021,"A mother is telling her daughter that she went over her data for the month, and the daughter begins telling her mother about getting an A on a math test.",fallacy of red herring
1022,"The decentralization of science has traditionally played a role in keeping science honest. By contrast, climate science has behaved as a research monopoly which seeks to protect funding for researchers that support man as the cause, while actively undermining researchers convinced it is the Sun.",fallacy of red herring
1023,"Democracy is rule by the average and the media. The average person is uninformed about most things, and more concerned with their daily lives, and will vote for whoever gives them the most 'free' stuff or makes them feel good.",fallacy of red herring
1024,"Churches, mosques and other religious institutions should be required to present (and praise and preach:)) evolution, fossil record, deep time, relativity, etc.. since neither story is superior to the other.",fallacy of slippery slope
1025,"JOHN F. KENNEDY: I'm not satisfied when the United States had last year the lowest rate of economic growth of any major industrialized society in the world""¦ (from opening statement)
 RICHARD NIXON: We heard tonight, for example, the statement made that our growth in national product last year was the lowest of any industrial nation in the world. Now last year, of course, was 1958. That happened to be a recession year. But when we look at the growth of G.N.P. this year, a year of recovery, we find that it's six and nine-tenths per cent and one of the highest in the world today""¦ (from opening statement)
 September 26, 1960
 Chicago, Illinois
 
 What logical fallacy does Kennedy use?",faulty generalization
1026,"Nobody actually types the indentation these days; we all let our editors do it for us. Have you ever remembered typing four spaces or a tab for indentation? No, because your editor did it for you. For example in Java or Python after a brace / colon the editor will indent the next line for you.",ad populum
1027,"Bernice: Do you support Black Lives Matter?
 Mildred: Of course, I do!
 Bernice: Then you should support me looting that store.
 Mildred: Wait... what?",equivocation
1028,"After Will said that we should put more money into health and education, Warren responded by saying that he was surprised that Will hates our country so much that he wants to leave it defenseless by cutting military spending.",fallacy of extension
1029,President Petutti ordered a military strike that killed many civilians. He is no different than any other mass murder and he belongs in prison!,faulty generalization
1030,"Pol Pot, the Cambodian Maoist revolutionary, was against religion, and he was a very bad man. Frankie is against religion; therefore, Frankie also must be a very bad man.",faulty generalization
1031,"The school is in bad shape. Either we tear it down and put up a new building, or we continue to risk students' safety. Obviously, we shouldn't risk anyone's safety, so we must tear the building down.""",false dilemma
1032,One day robots will enslave us all. It's true. My computer science teacher says so.,fallacy of credibility
1033,"Jane gets a rather large wart on her finger. Based on a story her father told her, she cuts a potato in half, rubs it on the wart and then buries it under the light of a full moon. Over the next month her wart shrinks and eventually vanishes. Jane writes her father to tell him how right he was about the cure.",false causality
1034,"A fallacy which assumes that because something is popular, it is therefore good, correct, or desirable.",ad populum
1035,"When your parent asks you why you have a bad grade in math class, and you answer, ""All teachers are the enemy!""",fallacy of red herring
1036,"We haven't proven aliens didn't create life on earth, so aliens created life on earth.",intentional
1037,"In our psychology department, half of the faculty believe that the new assistant professor shows serious problems in the area of ethics. The other half believe that the new faculty member shows no problems in the area of ethics. Obviously the new professor shows mild to moderate problems in the area of ethics.",fallacy of red herring
1038,"are you saying
 ""sending a message that makes the computer destroy itself is equvalent to dircetly destroying the computer, because you have to assume that the computer lacks defensive software""
 ?",fallacy of red herring
1039,The ESA says so,fallacy of credibility
1040,"Don’t waste food, people in Marawi are suffering because of hunger.",appeal to emotion
1041,You know Jane Fonda's exercise videos must be worth the money. Look at the great shape she's in.,false causality
1042,What's the point of making drinking illegal under the age of 21? Kids still manage to get alcohol.,intentional
1043,Explicit is better than implicit.,ad populum
1044,"Isn't David Irving the known racist anti-semite, associated with radical right wing groups, who's work was proven in court to have been falsified in order to serve his political agenda?",fallacy of credibility
1045,"Don't use iPhones. Teachers use iPhones and teachers are extremely dorky. If you use an iPhone, you will be dorky like a teacher!",faulty generalization
1046,"involves acceptance or rejection of concepts based on their source, not their merit",ad hominem
1047,"""Yesterday, you were late for ten minutes. Today you were late for an hour. You know someday, you will simply cease to show up.""

What logical fallacy is used in the statement above?",faulty generalization
1048,"Yes, I do think that all drunk drivers should go to prison, but your honor, he is my son! He is a good boy who just made a mistake!",intentional
1049,A few students are misbehaving...therefore the whole class is bad. What fallacy is this an example of?,faulty generalization
1050,I guess that I should by my 12 year old an iPhone since everyone else has one.,ad populum
1051,"Look, you are going to have to make up your mind. Either, you decide that you can afford this stereo, or your decide that you are going to have to go without music for a while.",false dilemma
1052,"There are so many experiences in the human realm that are wonderful. Sexual intimacy between two willing adults who love each other is wonderful. A therapist helping a client is wonderful. When the relationship between a therapist and client is so deep that it could be characterized as love, it's wonderful. When all these acts become part of one process between two people, it must be exceptionally wonderful. How could anyone condemn such a wonderfully human process as unethical?",faulty generalization
1053,"If I say that a surgeon should be allowed to use a guidebook to carry out surgery like a student can use open notes on a test, I have made a",fallacy of logic
1054,uses irrelevant information or other techniques to distract from the argument at hand,fallacy of red herring
1055,"My friend told me to quit singing in the car since I have a ""bad voice."" She sings in the car all of the time!",ad hominem
1056,"Anarchy is the consistent application of rules in society - there are no exceptions to the rules.
 Government is the inconsistent application of rules in society - there are exceptions to the rules.",circular reasoning
1057,Encourages the audience to become part of a group or act because other people are acting in the same way.,ad populum
1058,"It is possible to fake the moon landing through special effects. Therefore, the moon landing was a fake using special effects.",fallacy of logic
1059,"I think scientists are wrong. There is no such thing as global warming. I just finished talking to my boss, and he thought the idea was ridiculous.",fallacy of credibility
