text,label,splitted
"I saw Ashton Kutcher in a prescription drug commercial, therefore it has to be an effective drug.",fallacy of credibility,"I saw Ashton Kutcher in a prescription drug commercial,[SEP]therefore it has to be an effective drug."
This happens when you assume that something is acceptable just because it is very common.,ad populum,This happens when you assume that something is acceptable just because[SEP]it is very common.
"If you are a true American, you will ask your congressman to vote against NAFTA.",ad populum,"If you are a true American,[SEP]you will ask your congressman to vote against NAFTA."
Brandon: We should have tastier lunches! Jaylen: Don't listen to him! He's a terrible person! I saw him trip another student and steal his lunch money!,ad hominem,Brandon: We should have tastier lunches![SEP]Jaylen: Don't listen to him! He's a terrible person! I saw him trip another student and steal his lunch money!
"We haven’t found King David’s tomb, so King David didn’t really exist.",intentional,"We haven’t found King David’s tomb,[SEP]so King David didn’t really exist."
"Mrs. Miller taught your older brother, who was the class clown. She decides to be strict with you from the very first day of class because she thinks you will be a clown, too.",faulty generalization,"Mrs. Miller taught your older brother, who was the class clown.[SEP]She decides to be strict with you from the very first day of class because she thinks you will be a clown, too."
This is the best foot cream on the market because no other foot cream makers have been able to prove otherwise!,intentional,This is the best foot cream on the market because[SEP]no other foot cream makers have been able to prove otherwise!
"""You're not feeling well because you use your phone so much.""",false causality,"""You're not feeling well because you use your phone so much."""
"Prof. Jones: ""The university just cut our yearly budget by $10,000."" Prof. Smith: ""What are we going to do?"" Prof. Brown: ""I think we should eliminate one of the teaching assistant positions. That would take care of it."" Prof. Jones: ""We could reduce our scheduled raises instead."" Prof. Brown: "" I can't understand why you want to bleed us dry like that, Jones.""",fallacy of extension,"Prof. Jones: ""The university just cut our yearly budget by $10,000.""[SEP]Prof. Smith: ""What are we going to do?""[SEP]Prof. Brown: ""I think we should eliminate one of the teaching assistant positions. That would take care of it.""[SEP]Prof. Jones: ""We could reduce our scheduled raises instead.""[SEP]Prof. Brown: "" I can't understand why you want to bleed us dry like that, Jones."""
"If we don't control Covid-19, it could lead to millions of deaths. Wouldn't it make you sad to live in a country where that had happened?",appeal to emotion,"If we don't control Covid-19, it could lead to millions of deaths.[SEP]Wouldn't it make you sad to live in a country where that had happened?"
"John says that Kentucky will beat Florida, but John sometimes lies, so I'm not sure.",ad hominem,"John says that Kentucky will beat Florida,[SEP]but John sometimes lies, so I'm not sure."
"“The rooster crows always before the sun rises, therefore the crowing rooster causes the sun to rise.”",false causality,"“The rooster crows always before the sun rises,[SEP]therefore the crowing rooster causes the sun to rise.”"
"P1. Lead poisoning can contribute to violent behavior. P2. Many inner city children have dangerous levels of lead in their blood. C. Therefore, violent crime in the inner city can be solved by curing the lead problem.",false causality,"P1. Lead poisoning can contribute to violent behavior.[SEP]P2. Many inner city children have dangerous levels of lead in their blood.[SEP]C. Therefore, violent crime in the inner city can be solved by curing the lead problem."
"Steve: In Sweden, college is free for citizens. How come we can't do that here? Ed: If you like Sweden so much, move there. The USA would be glad to be rid of your liberal ass!",ad hominem,"Steve: In Sweden, college is free for citizens. How come we can't do that here?[SEP]Ed: If you like Sweden so much, move there. The USA would be glad to be rid of your liberal ass!"
The President said he will not allow disrespectful dissent.,circular reasoning,The President said he will not allow disrespectful dissent.
"""Our planet is going to be destroyed! People are creating too much waste, the temperature will continue to rise, natural disasters will occur more frequently, the animals will starve to death, and the planet will basically turn into Venus!""",faulty generalization,"""Our planet is going to be destroyed![SEP]People are creating too much waste, the temperature will continue to rise, natural disasters will occur more frequently, the animals will starve to death, and the planet will basically turn into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into into"
This movie was #1 at the box office last weekend! That means it must be really good!,ad populum,This movie was #1 at the box office last weekend![SEP]That means it must be really good!
"Jane gets a rather large wart on her finger. Based on a story her father told her, she cuts a potato in half, rubs it on the wart and then buries it under the light of a full moon. Over the next month her wart shrinks and eventually vanishes. Jane writes her father to tell him how right he was about the cure.",false causality,"Jane gets a rather large wart on her finger.[SEP]Based on a story her father told her, she cuts a potato in half, rubs it on the wart and then buries it under the light of a full moon.[SEP]Over the next month her wart shrinks and eventually vanishes.[SEP]Jane writes her father to tell him how right he was about the cure."
Caroline says that she thinks her friends should not be so rude to the new girl. Jenna says that she cannot believe that Caroline is choosing to be better friends with the new girl than the girls who have always known her.,fallacy of extension,Caroline says that she thinks her friends should not be so rude to the new girl.[SEP]Jenna says that she cannot believe that Caroline is choosing to be better friends with the new girl than the girls who have always known her.
President Petutti ordered a military strike that killed many civilians. He is no different than any other mass murder and he belongs in prison!,faulty generalization,President Petutti ordered a military strike that killed many civilians.[SEP]He is no different than any other mass murder and he belongs in prison!
"But you have to let me go to the party! If I don't go to the party, I'll be a loser with no friends. Next thing you know, I'll end up alone and jobless, living in your basement when I'm 30!",faulty generalization,"But you have to let me go to the party![SEP]If I don't go to the party, I'll be a loser with no friends.[SEP]Next thing you know, I'll end up alone and jobless, living in your basement when I'm 30!"
The Geo Metro is a superior car because it averages 43 miles per gallon.,intentional,The Geo Metro is a superior car because[SEP]it averages 43 miles per gallon.
Have you stopped beating your wife?,intentional,Have you stopped beating your wife?
"Hydrogen is not wet.  Oxygen is not wet.  Therefore, water (H2O) is not wet.Example #3: Your brain is made of molecules.  Molecules are not the source of consciousness.  Therefore, your brain cannot be the source of consciousness.",faulty generalization,"Hydrogen is not wet.  Oxygen is not wet.  Therefore, water (H2O) is not wet.[SEP]Example #[SEP]Your brain is made of molecules.  Molecules are not the source of consciousness.  Therefore, your brain cannot be the source of consciousness."
Circular reasoning occurs when someone makes an argument in which both the premises and the conclusion have to rely on the truthfulness of the other.,circular reasoning,Circular reasoning occurs when someone makes an argument in which both the premises and the conclusion have to rely on the truthfulness of the other.
"Biology teacher: The theory of evolution states that all species evolve, even humans. Student: I can't accept that humans came from bugs.",fallacy of extension,"Biology teacher: The theory of evolution states that all species evolve, even humans.[SEP]Student: I can't accept that humans came from bugs."
Have you stopped cheating on tests?  To answer yes means you cheated before. To answer no means you continue to cheat.,intentional,Have you stopped cheating on tests?[SEP]To answer yes means you cheated before.[SEP]To answer no means you continue to cheat.
The candidate for mayor was a really bad baseball player in college! Don't vote for him!,ad hominem,The candidate for mayor was a really bad baseball player in college![SEP]Don't vote for him!
"Earthquakes are caused when the plates of the Earth's crust move. Earthquakes happen along ""fault lines"" in the earth’s crust. When the plates in the Earth suddenly shift, the Earth will begin to shift, shake or tremble.",false causality,"Earthquakes are caused when the plates of the Earth's crust move.[SEP]Earthquakes happen along ""fault lines"" in the earth’s crust.[SEP]When the plates in the Earth suddenly shift, the Earth will begin to shift, shake or tremble."
"""You can't believe that theory. No one would believe that. It's too unbelievable.""",fallacy of relevance,"""You can't believe that theory.[SEP]No one would believe that.[SEP]It's too unbelievable."""
", tax relief instead of tax cut, or death tax instead of estate tax)",appeal to emotion,", tax relief instead of tax cut, or death tax instead of estate tax)"
"all kids love Cinnamon Toast Crunch, but you don't love it so you must not be a real kid",intentional,"all kids love Cinnamon Toast Crunch, but[SEP]you don't love it so you must not be a real kid"
Nobody thinks homelessness is a good thing.,faulty generalization,Nobody thinks homelessness is a good thing.
"Since event Y followed event X, event Y must have been caused by event X",false causality,"Since event Y followed event X,[SEP]event Y must have been caused by event X"
"IBM is a reputable organization, so all of its employees must be reputable.",faulty generalization,"IBM is a reputable organization, so[SEP]all of its employees must be reputable."
Why doesn't Tim get a real job like normal people instead of trying to launch that Internet business from home?,fallacy of credibility,Why doesn't Tim get a real job like normal people instead of trying to launch that Internet business from home?
Mabel wants to get rid of the student newspaper. Next she will probably want to ban free speech! She won't want us to speak at all! She will make it a law that you cannot speak in public.,fallacy of extension,Mabel wants to get rid of the student newspaper.[SEP]Next she will probably want to ban free speech![SEP]She won't want us to speak at all![SEP]She will make it a law that you cannot speak in public.
"""My roommate said her Debate class was hard, and the one that I'm in right now is hard, too. All Debate classes must be hard!”",faulty generalization,"""My roommate said her Debate class was hard, and the one that I'm in right now is hard, too.[SEP]All Debate classes must be hard!”"
"""There I was in the midst of thousands, and yet a perfect stranger; without home and without friends, in the midst of thousands of my own brethren—children of a common Father, and yet I dared not to unfold to any one of them my sad condition."" Check each literary term found in this quote:",appeal to emotion,"""There I was in the midst of thousands, and yet a perfect stranger; without home and without friends, in the midst of thousands of my own brethren—children of a common Father, and yet I dared not to unfold to any one of them my sad condition.""[SEP]Check each literary term found in this quote:"
"JOHN F. KENNEDY: I'm not satisfied when the United States had last year the lowest rate of economic growth of any major industrialized society in the world… (from opening statement) RICHARD NIXON: We heard tonight, for example, the statement made that our growth in national product last year was the lowest of any industrial nation in the world. Now last year, of course, was 1958. That happened to be a recession year. But when we look at the growth of G.N.P. this year, a year of recovery, we find that it's six and nine-tenths per cent and one of the highest in the world today… (from opening statement) September 26, 1960 Chicago, Illinois",faulty generalization,"JOHN F. KENNEDY: I'm not satisfied when the United States had last year the lowest rate of economic growth of any major industrialized society in the world… (from opening statement)[SEP]RICHARD NIXON: We heard tonight, for example, the statement made that our growth in national product last year was the lowest of any industrial nation in the world. Now last year, of course, was 1958. That happened to be a recession year. But when we look at the growth of G.N.P. this year, a year of recovery, we find that it's six and nine-tenths per cent and one of the highest in the world today… (from opening statement)[SEP]September 26, 1960 Chicago, Illinois"
Trying to convince others that everyone is doing it or everyone feels this way so they should too.,ad populum,Trying to convince others that everyone is doing it or everyone feels this way so[SEP]they should too.
"Billy - ""Spanish is easy."" Bobby - ""Don't listen to Billy; he failed Spanish class last year. """,ad hominem,"Billy - ""Spanish is easy.""[SEP]Bobby - ""Don't listen to Billy; he failed Spanish class last year. """
"""Stephen Hawking in the smartest scientist on the planet, so if he says global warming is real, it must be true!""",fallacy of credibility,"""Stephen Hawking in the smartest scientist on the planet, so if he says global warming is real,[SEP]it must be true!"""
"""He's the best teacher I've ever had because he's the best teacher I've known.""",circular reasoning,"""He's the best teacher I've ever had because[SEP]he's the best teacher I've known."""
You want me to clean my locker? I think I left my homework in Science class. I need to keep up with my homework to get good grades.,fallacy of relevance,You want me to clean my locker?[SEP]I think I left my homework in Science class.[SEP]I need to keep up with my homework to get good grades.
"Argues that ""we've always done it that way."" In other words, because something worked in the past, it is the correct thing to do.",fallacy of credibility,"Argues that ""we've always done it that way.""[SEP]In other words, because something worked in the past, it is the correct thing to do."
"""I want my daughter to go to a state university so she can avoid too much debt."" ""Why do you think state schools are better than private schools? Harvard and Princeton are private."" What is this?",fallacy of extension,"""I want my daughter to go to a state university so she can avoid too much debt.""[SEP]""Why do you think state schools are better than private schools? Harvard and Princeton are private."""
Either we have the full football season or we scrap it altogether and have zero football,false dilemma,Either we have the full football season or[SEP]we scrap it altogether and have zero football
Your either for America or against her!!!,false dilemma,Your either for America or against her!!!
"My professor, who has a Ph.D. in Astronomy, once told me that ghosts are real. Therefore, ghosts are real.",fallacy of credibility,"My professor, who has a Ph.D. in Astronomy, once told me that ghosts are real.[SEP]Therefore, ghosts are real."
"My political candidate gives 10% of his income to the needy, goes to church every Sunday, and volunteers one day a week at a homeless shelter.  Therefore, he is honest and morally straight.",intentional,"My political candidate gives 10% of his income to the needy, goes to church every Sunday, and volunteers one day a week at a homeless shelter.[SEP]Therefore, he is honest and morally straight."
Never be kind and generous to the poor. They’ll come to expect your help always and never learn to contribute to society.,faulty generalization,Never be kind and generous to the poor.[SEP]They’ll come to expect your help always and never learn to contribute to society.
"In government, arguing for raising taxes - ""We need more revenue to support the programs that we have. Children are our future. Let's support children.""",fallacy of relevance,"In government, arguing for raising taxes -[SEP]""We need more revenue to support the programs that we have. Children are our future. Let's support children."""
"Luke didn't want to eat his sheep's brains with chopped liver and brussel sprouts, but his father told him to think about the poor, starving children in a third world country who weren't fortunate enough to have any food at all.",appeal to emotion,"Luke didn't want to eat his sheep's brains with chopped liver and brussel sprouts,[SEP]but his father told him to think about the poor, starving children in a third world country who weren't fortunate enough to have any food at all."
"Ross Geller, an evolutionary biologist and perhaps the foremost expert in the field, says that evolution is true. Therefore, it's true.",fallacy of credibility,"Ross Geller, an evolutionary biologist and perhaps the foremost expert in the field, says that evolution is true.[SEP]Therefore, it's true."
Deliberately using a fake issue or argument against someone because it’s easier to prove wrong than the real issue would be,fallacy of extension,Deliberately using a fake issue or argument against someone because it’s easier to prove wrong than the real issue would be
"Makes people feel as though everyone is doing it, so they should too.",ad populum,"Makes people feel as though everyone is doing it,[SEP]so they should too."
"You should never gamble! Once you start gambling you find it hard to stop. Soon you will spend all your money on gambling, and eventually you will turn to crime just to support your gambling addiction.",faulty generalization,"You should never gamble![SEP]Once you start gambling you find it hard to stop.[SEP]Soon you will spend all your money on gambling, and eventually you will turn to crime just to support your gambling addiction."
"4 out of 5 dentists recommend this toothpaste! (only 5 were asked. Out of 1000 asked, only 20% recommend it)",intentional,"4 out of 5 dentists recommend this toothpaste![SEP](only 5 were asked. Out of 1000 asked, only 20% recommend it)"
"A Congressman calls a Whitehouse Spokesperson a ""giant idiot""",ad hominem,"A Congressman calls a Whitehouse Spokesperson a ""giant idiot"""
"Ladies and gentlemen of the jury, look at the bloody clothes, the murder weapon. Imagine the helpless screams of the victim. Such a crime deserves no verdict except guilty, guilty!",fallacy of relevance,"Ladies and gentlemen of the jury, look at the bloody clothes, the murder weapon.[SEP]Imagine the helpless screams of the victim.[SEP]Such a crime deserves no verdict except guilty, guilty!"
"At a recent cocktail party, the conversation has turned to family pets, and your friend asks you “Are you a cat or a dog person?""",false dilemma,"At a recent cocktail party, the conversation has turned to family pets, and your friend asks you “Are you a cat or a dog person?"""
"Billy: How could the universe be 6000 years old when we know the speed of light, the distance of astronomical objects (13+ billion light years away), and the fact that the light has reached us[1]? Marty: 6000 years is not a firm number.  The universe can be as old as about 10,000 years. Billy: How do you figure that?...",fallacy of relevance,"Billy: How could the universe be 6000 years old when we know the speed of light, the distance of astronomical objects (13+ billion light years away), and the fact that the light has reached us[1]?[SEP]Marty: 6000 years is not a firm number.  The universe can be as old as about 10,000 years.[SEP]Billy: How do you figure that?..."
"Christina's shoes are superior, because they're made from one hundred percent snakeskin, not synthetic materials.",fallacy of credibility,"Christina's shoes are superior, because[SEP]they're made from one hundred percent snakeskin, not synthetic materials."
"Dr. X is an engineer, and he doesn’t believe in global warming.",fallacy of credibility,"Dr. X is an engineer, and[SEP]he doesn’t believe in global warming."
Either you love me or you hate me.,false dilemma,Either you love me or you hate me.
A commercial shows a group of friends all hanging out wearing clothes from a popular clothing company.,ad populum,A commercial shows a group of friends all hanging out wearing clothes from a popular clothing company.
"I go to my front porch every morning and yell, “May no tigers enter this house!” and for 20 years, not a single tiger has entered my house. My tiger prevention strategy clearly works.",false causality,"I go to my front porch every morning and yell, “May no tigers enter this house!” and for 20 years, not a single tiger has entered my house.[SEP]My tiger prevention strategy clearly works."
"All boys are sports fans. Some bakers are boys. Therefore, some bakers are not sports fans.",fallacy of logic,"All boys are sports fans.[SEP]Some bakers are boys.[SEP]Therefore, some bakers are not sports fans."
You should run right out and purchase the newest iPhone 22 because you will literally be the only one who doesn't own one!,ad populum,You should run right out and purchase the newest iPhone 22 because[SEP]you will literally be the only one who doesn't own one!
"I am voting for Pepitone for President because the rest of my family is voting for her, and I don't want to be the only one not doing so.",ad populum,"I am voting for Pepitone for President because[SEP]the rest of my family is voting for her, and I don't want to be the only one not doing so."
"I'm raising money to help cure XYZ disease. If you do not donate, you are part of the problem.",false dilemma,"I'm raising money to help cure XYZ disease.[SEP]If you do not donate, you are part of the problem."
Everyone is doing the Low-Carb Diet.,ad populum,Everyone is doing the Low-Carb Diet.
Of course Lou would want to go biking on field trip day - biking is the only thing he ever does! He shouldn't be allowed to choose an activity.,ad hominem,Of course Lou would want to go biking on field trip day - biking is the only thing he ever does![SEP]He shouldn't be allowed to choose an activity.
Xavier does not deserve to win. He is a smoker and He cheated on his reading quizzes last year.,ad hominem,Xavier does not deserve to win.[SEP]He is a smoker and He cheated on his reading quizzes last year.
"No donkeys are fish. Some asses are donkeys. Therefore, some asses are fish.",fallacy of logic,"No donkeys are fish.[SEP]Some asses are donkeys.[SEP]Therefore, some asses are fish."
Cassie has no school spirit—she never comes to any of our football games. guilt by association: a negative association intended to discredit someone or something,false dilemma,Cassie has no school spirit—[SEP]she never comes to any of our football games. guilt by association: a negative association intended to discredit someone or something
Invoke shared values and principles. They call upon the audience’s sense of right and wrong.,fallacy of credibility,Invoke shared values and principles.[SEP]They call upon the audience’s sense of right and wrong.
Everyone else is doing it!,ad populum,Everyone else is doing it!
No one in your family surfs? But I thought you said you lived in California before this.,faulty generalization,No one in your family surfs?[SEP]But I thought you said you lived in California before this.
"I asked my five closest friends and they all agree that the new Underwater Basketweaving Team Coach is a jerk, therefore I'm not trying out for the team",faulty generalization,"I asked my five closest friends and they all agree that the new Underwater Basketweaving Team Coach is a jerk,[SEP]therefore I'm not trying out for the team"
"“It’s wrong to tax corporations—think of all the money they give to charity, and think of the costs they already pay to run their businesses!”",appeal to emotion,"“It’s wrong to tax corporations—think of all the money they give to charity, and think of the costs they already pay to run their businesses!”"
"Lily says the sun is fully risen at 5:00am, but how would she know she sleeps in until noon. (love you lily all jokes all jokes)",ad hominem,"Lily says the sun is fully risen at[SEP]00am, but how would she know she sleeps in until noon.[SEP](love you lily all jokes all jokes)"
"Look Tom, you could go to the police with your information about our questionable accounting practices here at Bentron. But remember, you have a family to feed. Besides you know how rumors of this kind of disloyalty can spread through the industry. You'll ever work as an accountant in this town again.",appeal to emotion,"Look Tom, you could go to the police with your information about our questionable accounting practices here at Bentron.[SEP]But remember, you have a family to feed.[SEP]Besides you know how rumors of this kind of disloyalty can spread through the industry.[SEP]You'll ever work as an accountant in this town again."
"If voluntary euthanasia were to be legalized it would prove impossible to avoid the legislation, or, at least, toleration, of non-voluntary euthanasia. Even if the former can be justified, the latter clearly cannot. Hence, it is better that the first step (legalizing voluntary euthanasia) not be taken so as to prevent a slide into non-volunteer euthanasia.",faulty generalization,"If voluntary euthanasia were to be legalized it would prove impossible to avoid the legislation, or, at least, toleration, of non-voluntary euthanasia.[SEP]Even if the former can be justified, the latter clearly cannot.[SEP]Hence, it is better that the first step (legalizing voluntary euthanasia) not be taken so as to prevent a slide into non-volunteer euthanasia."
"The anti-terrorist laws that monitor international currency transfers, phone calls, and emails are the first step to turning our fragile democracy into a new Nazi regime.",faulty generalization,"The anti-terrorist laws that monitor international currency transfers, phone calls, and emails are the first step to turning our fragile democracy into a new Nazi regime."
MacDougal roots for a British football team. Clearly he's unfit to be a police chief in Ireland.,ad hominem,MacDougal roots for a British football team.[SEP]Clearly he's unfit to be a police chief in Ireland.
"Yesterday, you were late for ten minutes. Today you were late for an hour. You know someday, you will simply cease to show up.",faulty generalization,"Yesterday, you were late for ten minutes.[SEP]Today you were late for an hour.[SEP]You know someday, you will simply cease to show up."
something that kills is deadly,circular reasoning,something that kills is deadly
"Mayor: During my previous term as mayor my staff and I spent a great deal of time focusing on our city’s economy, and unemployment reached an all-time high as a result. So clearly you should support my re-election campaign if you are among those still looking for a job.",fallacy of logic,"Mayor: During my previous term as mayor my staff and I spent a great deal of time focusing on our city’s economy, and unemployment reached an all-time high as a result.[SEP]So clearly you should support my re-election campaign if you are among those still looking for a job."
People like to walk on the beach. Beaches have sand. We should put sand on the floor in our living room.,fallacy of logic,People like to walk on the beach.[SEP]Beaches have sand.[SEP]We should put sand on the floor in our living room.
"Person 1: You’re either for the war or against the troops. Person 2: Actually, I do not want our troops sent into a dangerous war.",false dilemma,"Person[SEP]You’re either for the war or against the troops.[SEP]Person[SEP]Actually, I do not want our troops sent into a dangerous war."
"According to my brain, my brain is reliable.",circular reasoning,"According to my brain,[SEP]my brain is reliable."
Fast food is bad for you because is junk.,circular reasoning,Fast food is bad for you because[SEP]is junk.
"If we don’t bail out the big automakers, the US economy will collapse.  Therefore, we need to bail out the automakers.",appeal to emotion,"If we don’t bail out the big automakers,[SEP]the US economy will collapse.[SEP]Therefore, we need to bail out the automakers."
Children should not listen to rap music. Everyone knows that.,ad populum,Children should not listen to rap music.[SEP]Everyone knows that.
"President Jones raised taxes, and then the rate of violent crime went up. Jones is responsible for the rise in crime.",false causality,"President Jones raised taxes, and then the rate of violent crime went up.[SEP]Jones is responsible for the rise in crime."
The Democrats support more aggressive gun control laws. Can you believe they want to deny repeat offenders and those on the terrorist watch list their rights?,ad hominem,The Democrats support more aggressive gun control laws.[SEP]Can you believe they want to deny repeat offenders and those on the terrorist watch list their rights?
A smoke screen to cover the truth; a clue that is misleading or distracting.,fallacy of relevance,A smoke screen to cover the truth;[SEP]a clue that is misleading or distracting.
"""Either you recycle or you don't care about human life.""",false dilemma,"""Either you recycle or you don't care about human life."""
"Lisa was brainwashed as a child into thinking that people are generally good.  Therefore, people are not generally good.",ad hominem,"Lisa was brainwashed as a child into thinking that people are generally good.[SEP]Therefore, people are not generally good."
"I don't believe in God. One reason is that I think he is evil. And by the way, there is no such thing as ""evil;"" it is just our evaluation of what we believe is wrong.",fallacy of logic,"I don't believe in God.[SEP]One reason is that I think he is evil.[SEP]And by the way, there is no such thing as ""evil;"" it is just our evaluation of what we believe is wrong."
"Speaker 1: We are using thousands of people, who are going door to door to help us spread the word about social injustice and the need for change. Speaker: Well then, I can’t be a part of this because I was always been taught that it’s wrong to use people.",equivocation,"Speaker[SEP]We are using thousands of people, who are going door to door to help us spread the word about social injustice and the need for change.[SEP]Speaker: Well then, I can’t be a part of this because I was always been taught that it’s wrong to use people."
God must exist because every culture has some sort of belief in a higher being.,ad populum,God must exist because every culture has some sort of belief in a higher being.
"After Jhon said that we should put more money into health and education, Warren responded by saying that he was surprised that Jhon hates our country so much that he wants to leave it defenseless by cutting military spending.",fallacy of extension,"After Jhon said that we should put more money into health and education,[SEP]Warren responded by saying that he was surprised that Jhon hates our country so much that he wants to leave it defenseless by cutting military spending."
You know Jane Fonda's exercise videos must be worth the money. Look at the great shape she's in.,false causality,You know Jane Fonda's exercise videos must be worth the money.[SEP]Look at the great shape she's in.
I've never been hit by lightening when standing under a tree so we'll be perfectly safe to shelter by this oak now.,intentional,I've never been hit by lightening when standing under a tree so[SEP]we'll be perfectly safe to shelter by this oak now.
"Senator A: ""We should spend less on our military budget and spend more on health and education."" Senator B: ""So you want to leave the country defenseless?""",fallacy of extension,"Senator A: ""We should spend less on our military budget and spend more on health and education.""[SEP]Senator B: ""So you want to leave the country defenseless?"""
"If I don't take the right classes in high school, then I won't be able to get into a good college. If I don't get into a good college, then I won't be able to get a job. If I can't get a job, then I am going to end up homeless.",faulty generalization,"If I don't take the right classes in high school, then I won't be able to get into a good college.[SEP]If I don't get into a good college, then I won't be able to get a job.[SEP]If I can't get a job, then I am going to end up homeless."
"If you drive without car insurance, then you’re an accident waiting to happen. Stay protected with Auto Union insurance.",false dilemma,"If you drive without car insurance,[SEP]then you’re an accident waiting to happen.[SEP]Stay protected with Auto Union insurance."
Valencia bought a different brand of detergent at the store. She developed a rash after wearing clothes washed in the new detergent. She concluded that she was allergic to the new soap.,false causality,Valencia bought a different brand of detergent at the store.[SEP]She developed a rash after wearing clothes washed in the new detergent.[SEP]She concluded that she was allergic to the new soap.
SM 5: Argument regarding insanity as a defense against execution,fallacy of relevance,SM[SEP]Argument regarding insanity as a defense against execution
"Every time I go to sleep, the sun goes down. Therefore, my sleeping causes the sun to set.",false causality,"Every time I go to sleep,[SEP]the sun goes down.[SEP]Therefore, my sleeping causes the sun to set."
", if everyone else is doing something, it must be right/good.",ad populum,", if everyone else is doing something,[SEP]it must be right/good."
"He has plundered our seas, ravaged our coasts, burned our towns, and destroyed the lives of our people",appeal to emotion,"He has plundered our seas, ravaged our coasts, burned our towns, and destroyed the lives of our people"
"company's slogan ""Eat Fresh.""",appeal to emotion,"company's slogan ""Eat Fresh."""
Jack: You should stop smoking - it's bad for you. Jill: Look who's talking! You smoke three packs a day!,ad hominem,Jack: You should stop smoking - it's bad for you.[SEP]Jill: Look who's talking! You smoke three packs a day!
"Brad's mother asked him why he wasn't trying out for the school play. He responded: ''Because if Tom gets the male lead, which he always does, then I'll only be in the chorus, and it's not worth being in the play if I'm only going to be in the chorus.''",faulty generalization,"Brad's mother asked him why he wasn't trying out for the school play.[SEP]He responded: ''Because if Tom gets the male lead, which he always does, then I'll only be in the chorus, and it's not worth being in the play if I'm only going to be in the chorus.''"
"There are no good restaurants in New York; I tried two in Times Square, and they were awful.",faulty generalization,"There are no good restaurants in New York;[SEP]I tried two in Times Square, and they were awful."
Global warming doesn’t exist because the earth is not getting warmer,circular reasoning,Global warming doesn’t exist because[SEP]the earth is not getting warmer
Richardson is the most successful mayor the town has ever had because he's the best mayor of our history.,circular reasoning,Richardson is the most successful mayor the town has ever had because[SEP]he's the best mayor of our history.
"""We've got to stop them from banning poetry. Once they start banning one form of literature, they will never stop. Next thing you know, they will be burning all the books!"" Ammar demanded.",faulty generalization,"""We've got to stop them from banning poetry. Once they start banning one form of literature, they will never stop. Next thing you know, they will be burning all the books!""[SEP]Ammar demanded."
You can either start using plastic straws or continue killing ocean life with plastic pollution.,false dilemma,You can either start using plastic straws or continue killing ocean life with plastic pollution.
"Since the class is not asking any further questions, then that means that they are all ready for the test.",intentional,"Since the class is not asking any further questions,[SEP]then that means that they are all ready for the test."
You can be a good politician and play dirty or you can drop out.,false dilemma,You can be a good politician and play dirty or[SEP]you can drop out.
"There were wonderful psychologists who passed away several decades ago. If they could be effective in what they did without reading any of the studies or other articles that have been published in the last several decades, there's no need for me to read any of those works in order to be effective.",fallacy of logic,"There were wonderful psychologists who passed away several decades ago.[SEP]If they could be effective in what they did without reading any of the studies or other articles that have been published in the last several decades,[SEP]there's no need for me to read any of those works in order to be effective."
"If we use just one more can of hairspray this month, earth as we know it will no longer exist.",faulty generalization,"If we use just one more can of hairspray this month,[SEP]earth as we know it will no longer exist."
Millions of people drink Diet Coke every year so it must be the best soft drink in the world.,ad populum,Millions of people drink Diet Coke every year so[SEP]it must be the best soft drink in the world.
gun registration would start us sliding into the unconstitutional morass of universal arms confiscation.,faulty generalization,gun registration would start us sliding into the unconstitutional morass of universal arms confiscation.
"Medical Student: ""No one objects to a physician looking up a difficult case in medical books. Why, then, shouldn't students taking a difficult examination be permitted to use their textbooks?""",fallacy of logic,"Medical Student: ""No one objects to a physician looking up a difficult case in medical books.[SEP]Why, then, shouldn't students taking a difficult examination be permitted to use their textbooks?"""
"Recognising that Amanda had committed a fallacy in arguing that we should eat healthy food because a nutritionist said it was popular, Alyse said we should therefore eat bacon double cheeseburgers every day.",fallacy of logic,"Recognising that Amanda had committed a fallacy in arguing that we should eat healthy food because a nutritionist said it was popular,[SEP]Alyse said we should therefore eat bacon double cheeseburgers every day."
"""All my friends are doing a low carb diet. That must be the only way to lose weight."" Mentioned Murtaza",ad populum,"""All my friends are doing a low carb diet. That must be the only way to lose weight.""[SEP]Mentioned Murtaza"
"""I started exercising twice a week, and I just got a babysitting job. Exercising leads to new jobs!""",false causality,"""I started exercising twice a week, and I just got a babysitting job.[SEP]Exercising leads to new jobs!"""
