split,sentence,label
test,"Jack: I have tiny, invisible unicorns living in my anus.

Nick: How do you figure?

Jack: Can you prove that I don't?

Nick: No.

Jack: Then I do. lbl11",intentional
test,"It is immoral to kill an innocent human being.  Fetuses are innocent human  beings.  Therefore, it is immoral to kill fetuses. lbl08",equivocation
test,I would never buy a Buick. My father owned two of them and both of them had frequent transmission problems. Buicks obviously break down all the time. lbl05,faulty generalization
test,Schools are like families; therefore teachers (like parents) should be allowed to discipline their students. lbl09,fallacy of logic
test,"Ross Geller, an evolutionary biologist and perhaps the foremost expert in the field, says that evolution is true. Therefore, it's true. lbl10",fallacy of credibility
test,"""I'm gonna get an iPhone because everybody else has an iPhone and they're cool."" lbl02",ad populum
test,"My political candidate gives 10% of his income to the needy, goes to church every Sunday, and volunteers one day a week at a homeless shelter.  Therefore, he is honest and morally straight. lbl11",intentional
test,"Cocaine is all natural; therefore, it is good for you. lbl10",fallacy of credibility
test,"I am voting for Smith for President. My whole family is Democrat, so I'll be voting that way, too. lbl02",ad populum
test,"I don't think that there should be marriage among homosexuals. Anyway, taxes on married people are high. I think that taxes on the married are just ridiculous. lbl04",fallacy of relevance
test,"“The rooster crows always before the sun rises, therefore the crowing rooster causes the sun to rise.” lbl01",false causality
test,"""Flight attendants are the nicest people. I should know—I’ve taken two flights."" lbl05",faulty generalization
test,"assumes that if many people act or believe a certain way, it must be the right way lbl02",ad populum
test,"Brandon: We should have tastier lunches!
Jaylen: Don't listen to him! He's a terrible person! I saw him trip another student and steal his lunch money! lbl06",ad hominem
test,She took a drink from the drinking fountain yesterday and now she's sick. It must have been the public fountain that made her sick. lbl01,false causality
test,"Bears are a subset of omnivores. Raccoons also are a subset of omnivores. But these two subsets do not overlap, and that fact makes the conclusion illogical. The argument is invalid—that is, the relationship between the premises doesn’t support the conclusion. lbl09",fallacy of logic
test,A politician arguing that his opponent cannot possibly be a good choice for women because he has been married and divorced five times. lbl06,ad hominem
test,All of those who hate the Duterte administration are CPP-NPA supporters. lbl05,faulty generalization
test,"My friend said that if you sneeze more than three times, you have the corona virus. lbl10",fallacy of credibility
test,"Some of you have objected to the new test batteries that were purchased for our program, alleging that they have no demonstrable validity, were not adequately normed for the kind of clients we see, and are unusable for clients who are physically disabled. What you have conveniently failed to mention, however, is that they cost less than a third of the price for the other tests we had been using, are much easier to learn, and can be administered and scored in less than half the time of the tests we used to use. lbl04",fallacy of relevance
test,"""If we ban Hummers because they are bad for the environment eventually the government will ban all cars, so we should not ban Hummers."" lbl05",faulty generalization
test,"""I bought a ticket to win a new car at the mall, since I have never won anything like that in the past."" lbl01",false causality
test,"Up until the late 16th century, most people believed that the earth was the center of the universe.  This was seen as enough of a reason back then to accept this as true. lbl02",ad populum
test,Allowing abortion in the first week of pregnancy would lead to allowing it in the ninth month lbl05,faulty generalization
test,"“The rooster crows always before the sun rises, therefore the crowing rooster causes the sun to rise.” lbl01",false causality
test,"""My opponent claims that water pollution is endangering our city waters. But have you thought about all of the air pollution in China? Where they have to wear masks sometimes in the city? That's what we really need to worry about."" lbl04",fallacy of relevance
test,"""Truly helps cramming for a test: my psychological test is crowded and I have an A."" lbl01",false causality
test,"We should go inside; the last time the clouds were that dark, there was a tornado. lbl05",faulty generalization
test,"It is ridiculous to have spent thousands of dollars to rescue two whales trapped in the ice. Why, look at all the people trapped in jobs they don't like. lbl04",fallacy of relevance
test,"Speaker 1 (Democrat): “Donald Trump is a known adulterer. It reflects badly on his character, and suggests he might not be trustworthy.”
Speaker 2 (Republican): “What about Bill Clinton? You didn’t seem to care when he cheated.” lbl06",ad hominem
test,"Tony wants us to believe that the origin of life was an “accident”.  Tony is a godless SOB who has spent more time in jail than in church, so the only information we should consider from him is the best way to make license plates. lbl06",ad hominem
test,"Cocaine is all natural; therefore, it is good for you. lbl10",fallacy of credibility
test,"My best friend says you’re a liar, so I’m not going to talk to you. lbl06",ad hominem
test,I don't see how you can say you're an ethical person. It's so hard to get you to do anything; your work ethic is so bad lbl08,equivocation
test,"Four out of five dentists recommend Happy Glossy Smiley toothpaste brand. Therefore, it must be great. lbl05",faulty generalization
test,Senator Curry is against the new F-99 laser fighter. I’m for it because I don’t want to leave America defenseless. lbl07,fallacy of extension
test,She took a drink from the drinking fountain yesterday and now she's sick. It must have been the public fountain that made her sick. lbl01,false causality
test,"All of my red-headed friends are good dancers. Therefore, all red-headed people must be good dancers. 
This assumption from my experience is an example of lbl05",faulty generalization
test,10 of the last 14 National Spelling Bee Champions have been Indian American. Indian Americans must all be great spellers! lbl05,faulty generalization
test,"The Earth is round.
Therefore, Trump. lbl09",fallacy of logic
test,"Bill: Hey, did you hear we have a new operating system out now?  It is better than anything else out there because we just released it!
Steve: What’s it called?
Bill: Windows Vista!
Steve: Sounds wonderful!  I can’t wait until all of your users install it on all their computers!
 lbl10",fallacy of credibility
test,"If you don't study, you'll fail your test. Then you will do poorly in the class and you GPA will fall. You won't get into a good college, so you'll never get a decent job and you'll end up poor and homeless. lbl05",faulty generalization
test,"An ad claims that 3 out of 4 real estate agents reccommend moving to Sunnyville, California. lbl10",fallacy of credibility
test,"I am voting for Smith for President. My whole family is Democrat, so I'll be voting that way, too. lbl02",ad populum
test,What is wrong with Tanya? She only has five hundred dollars saved and she’s going away to college next year. That would be like letting my four-year-old brother go to Russia by hisself. lbl09,fallacy of logic
test,"She is good at writing because she writes words effectively."" lbl03",circular reasoning
test,"we can't have the public option, because if we do, health care reform won't get the votes of senators like him. lbl03",circular reasoning
test,"Global chocolate consumption is highest in Switzerland, yet people there are among the trimmest in the industrialized world.  therefore, it's reasonable to conclude that chocolate helps keep your weight down. lbl01",false causality
test,The Freehold Raceway Mall is the best mall because there are always so many cars there. lbl02,ad populum
test,"""We must legalize weed, it is tearing families apart."" Response: ""But look at all those druggies getting arrested, they are obviously criminals."" lbl04",fallacy of relevance
test,Our competitors use unhealthy sugar substitutes and artificial sweeteners. But Rev-Up Energy Drink contains one hundred percent real cane sugar to fuel your body better. lbl10,fallacy of credibility
test,"we can't have the public option, because if we do, health care reform won't get the votes of senators like him. lbl03",circular reasoning
test,"I don't think that there should be marriage among homosexuals. Anyway, taxes on married people are high. I think that taxes on the married are just ridiculous. lbl04",fallacy of relevance
test,My opponent is trying to convince you that we evolved from monkeys who were swinging from trees; a truly ludicrous claim. lbl07,fallacy of extension
test,"If everyone believes it, you should too! lbl02",ad populum
test,40 million people can't be wrong! Buy the new Iphone XIV today! lbl02,ad populum
test,Eighty-five percent of those surveyed said that it is important to have a cell phone. lbl01,false causality
test,Christine has a terrible experience with a boyfriend. She decides that all boys are mean. lbl05,faulty generalization
test,"A father talking to his daughter on dating a boyfriend he doesn’t like says, “If you continue dating this guy who doesn’t take his education seriously, you’ll end up dropping out of school, you then won’t be able to get a job, and you will get married too young.” lbl05",faulty generalization
test,People nowadays only vote with their emotions instead of their brains. lbl05,faulty generalization
test,"""Russia has a terrible human rights record.""
""Well, the United States has done plenty of bad things, but we aren't a bad country, so Russia isn't, either."" -the President when confronted about Russia's human rights abuses. lbl04",fallacy of relevance
test,Senator Curry is against the new F-99 laser fighter. I’m for it because I don’t want to leave America defenseless. lbl07,fallacy of extension
test,Which type of appeal is used in the following phrases from the Declaration of Independence: “appealing to the Supreme Judge of the world” and “with a firm reliance on the protection of divine providence”? lbl10,fallacy of credibility
test,My brother received the COVID-19 vaccine and then had diarrhea for a week. The vaccine is the reason my brother's bowels came undone. lbl01,false causality
test,"The claim that because somebody famous supports an idea, the idea must be right. This fallacy is often used in advertising. lbl10",fallacy of credibility
test,"I'm tailgating her, because she cut me off! lbl04",fallacy of relevance
test,"“My roommate Fatima said her philosophy class was hard, and the one I’m in is hard, too. All philosophy classes must be hard!” Insisted Baneen. lbl05",faulty generalization
test,"""Be my friend or be my enemy."" lbl12",false dilemma
test,God must exist because every culture has some sort of belief in a higher being. lbl02,ad populum
test,"The Bible is true because God exists, and God exists because the Bible says so. lbl03",circular reasoning
test,"""If we ban Hummers because they are bad for the environment eventually the government will ban all cars, so we should not ban Hummers."" lbl05",faulty generalization
test,"""Dad, it's difficult to make a living on my salary.""

""Consider yourself lucky. When I was your age, I was living on $40 a week."" lbl04",fallacy of relevance
test,Senator Curry is against the new F-99 laser fighter. I’m for it because I don’t want to leave America defenseless. lbl07,fallacy of extension
test,"""Many democrats don't want a border wall with Mexico, which means they don't want to keep Americans safe"" IS an example of this fallacy. lbl07",fallacy of extension
test,We think this new MallTime game app will be a success because all girls like shopping. lbl05,faulty generalization
test,The word of Zorbo the Great is flawless and perfect. We know this because it says so in The Great and Infallible Book of Zorbo's Best and Most Truest Things that are Definitely True and Should Not Ever Be Questioned. lbl03,circular reasoning
test,"Asserting that if we allow ""A"" to happen, then ""Z"" will consequently happen too, therefore ""A"" should not happen. lbl05",faulty generalization
test,"Some of you have objected to the new test batteries that were purchased for our program, alleging that they have no demonstrable validity, were not adequately normed for the kind of clients we see, and are unusable for clients who are physically disabled. What you have conveniently failed to mention, however, is that they cost less than a third of the price for the other tests we had been using, are much easier to learn, and can be administered and scored in less than half the time of the tests we used to use. lbl04",fallacy of relevance
test,Going to prom (when you don't want to) because 90 percent of your classmates are going lbl02,ad populum
test,“She was wearing cowboy boots in her last Instagram picture so she must be into country music.” lbl05,faulty generalization
test,"If I tell my teacher I have done my homework, but I have only done part of it, I am using lbl08",equivocation
test,We must eliminate affirmative action. We can’t rely on laws to end racial prejudice. lbl04,fallacy of relevance
test,"“McDonald’s has served 100 billion people in the world. It must be the best fast food restaurant in the world"" is an example of lbl02",ad populum
test,"""The Americans I know say they elected the new president because they were tired of having their jobs sent overseas. This question of jobs brought this president into office."" lbl05",faulty generalization
test,"""Flight attendants are the nicest people. I should know—I’ve taken two flights."" lbl05",faulty generalization
test,"Bears are a subset of omnivores. Raccoons also are a subset of omnivores. But these two subsets do not overlap, and that fact makes the conclusion illogical. The argument is invalid—that is, the relationship between the premises doesn’t support the conclusion. lbl09",fallacy of logic
test,"Mr. Gough supports the cell phone ban and he's an idiot, so we should let teachers keep their cell phones. lbl06",ad hominem
test,"Some of you have objected to the new test batteries that were purchased for our program, alleging that they have no demonstrable validity, were not adequately normed for the kind of clients we see, and are unusable for clients who are physically disabled. What you have conveniently failed to mention, however, is that they cost less than a third of the price for the other tests we had been using, are much easier to learn, and can be administered and scored in less than half the time of the tests we used to use. lbl04",fallacy of relevance
test,The speaker or writer appeals to the audience's trust by establishing his credibility or trustworthiness as a writer or speaker? lbl10,fallacy of credibility
test,"""We need to fix our broken judicial system by electing new people.""
This logical fallacy is called... lbl03",circular reasoning
test,"Your honor, while my son may have made a bad decision that night while under the influence of alcohol, it shouldn't affect the rest of his life. It was just one mistake. He's on the varsity swim team. lbl11",intentional
test,"Your honor, while my son may have made a bad decision that night while under the influence of alcohol, it shouldn't affect the rest of his life. It was just one mistake. He's on the varsity swim team. lbl11",intentional
test,“She was wearing cowboy boots in her last Instagram picture so she must be into country music.” lbl05,faulty generalization
test,"You call the Marcoses murderers and plunderers yet you cannot lend me money for my school project, murdering my chance for a higher grade. You are just like them. lbl04",fallacy of relevance
test,If you buy the Disney annual pass you will save money when visiting the happiest place on Earth! lbl11,intentional
test,"If you don't study, you'll fail your test. Then you will do poorly in the class and you GPA will fall. You won't get into a good college, so you'll never get a decent job and you'll end up poor and homeless. lbl05",faulty generalization
test,"In a study designed by a famous academic to test the effects of pleasant imagery on motivation, employees were shown images of baby animals and beautiful nature scenes for their first five minutes at work.

Amazingly, results showed a 10 percent leap in profits in the first quarter and record earnings over the course of a year. So, showing employees pleasant images is a great way to increase their motivation and improve productivity lbl10",fallacy of credibility
test,all bachelors are unmarried males lbl03,circular reasoning
test,"Don't try to tell me that you only watch educational programming, Emmy! I know for a fact that your sister only watches reality television. lbl05",faulty generalization
test,The Senator thinks we can solve all our ecological problems by driving a Prius. lbl07,fallacy of extension
test,"Your honor, while my son may have made a bad decision that night while under the influence of alcohol, it shouldn't affect the rest of his life. It was just one mistake. He's on the varsity swim team. lbl11",intentional
test,Leonardo DiCaprio is just a dumb actor. What does he really know about climate change? lbl06,ad hominem
test,"It’s possible to pass the class without attending regularly. Therefore, you will pass even if you don’t attend regularly. lbl09",fallacy of logic
test,"Thomas: ""Dating apps are an effective way to meet potential dates. With people's busy work schedules nowadays, technology can help you make connections.""
Nina: ""Dating apps are dangerous! Most people are catfished, and guys usually pretend to be so much better than they really are online. If we're so busy, we won't have time for any of that, anyway.""
What fallacy is Nina leaning toward? lbl07",fallacy of extension
test,Explaining that the U.S. Civil War was fought only because of the institution of slavery lbl01,false causality
test,"Thomas: ""Dating apps are an effective way to meet potential dates. With people's busy work schedules nowadays, technology can help you make connections.""
Nina: ""Dating apps are dangerous! Most people are catfished, and guys usually pretend to be so much better than they really are online. If we're so busy, we won't have time for any of that, anyway.""
What fallacy is Nina leaning toward? lbl07",fallacy of extension
test,"Company R.E. are working on advertisement for a new juice drink. Some of their marketing employees went to a school to do a survey on students’ beverage preference. The majority said they preferred orange-flavored drinks, so Jeff told his superiors that orange was the flavor favored most by high school students. lbl02",ad populum
test,Has your psychology department stopped teaching that ineffective approach to therapy yet? lbl03,circular reasoning
test,"Teaching assistant: the homework assignment was much harder than we thought, so I think we should give a few extra points to students who completed it.
Professor: that’s a terrible idea. If we give everyone a perfect score for no reason, students won’t bother working hard in the future. lbl07",fallacy of extension
test,The Freehold Raceway Mall is the best mall because there are always so many cars there. lbl02,ad populum
test,"Cat Stevens may be a successful and skilled musician, but let's not forget that he's been accused of extremist religious and political views. lbl06",ad hominem
test,"Company R.E. are working on advertisement for a new juice drink. Some of their marketing employees went to a school to do a survey on students’ beverage preference. The majority said they preferred orange-flavored drinks, so Jeff told his superiors that orange was the flavor favored most by high school students. lbl02",ad populum
test,"Mrs. Collier, we can't take a quiz tomorrow! The new season of Game of Thrones premieres tonight!! lbl04",fallacy of relevance
test,All students are good and all clowns are bad. lbl05,faulty generalization
test,The meteorologist predicted the wrong amount of rain for May. Obviously the meteorologist is unreliable. lbl05,faulty generalization
test,Death penalty will not scare criminals because they don’t expect to be caught lbl07,fallacy of extension
test," Circular definition: a definition that is circular.
 lbl03",circular reasoning
test,"If I go to the bathroom, I will miss the notes, then I'll do poorly on a test, then I won't get into college, so I won't go to the bathroom. lbl05",faulty generalization
test,"Bears are a subset of omnivores. Raccoons also are a subset of omnivores. But these two subsets do not overlap, and that fact makes the conclusion illogical. The argument is invalid—that is, the relationship between the premises doesn’t support the conclusion. lbl09",fallacy of logic
test," Perhaps the most classic example of this fallacy is the argument for the existence of God.  Due to the understanding of nature through science, many of the arguments that used to be used for God (or gods) were abandoned, only to be replaced with new ones, usually involving questions to which science has not definitively answered yet.  The move from creationism to intelligent design is a prime example.  Currently the origin of life is a popular argument for God (although a classic argument from ignorance), and an area where we very well may have a scientific answer in the next decade, at which time, the “origin of life” argument will fade away and be replaced by another, thus moving the figurative goalposts farther back as our understanding of the natural world increases.Exception: This fallacy should not be confused with an argument or set of arguments, with multiple propositions inherent in the argument.  The reason for the difference between this kind of argument and the moving the goalposts fallacy, is a subtle one, but indicated by a strong initial claim (“has to be”, “must”, “required for”, etc.) that gets answered and/or what appears to be ad hoc objections that follow eventually leading to an impossible request for proof.
Fun Fact: The name “moving the goalposts” comes from the analogy of kicking a perfect field goal in American football, only to have the goalposts be moved on you. This would be very unfair.
References:
This a logical fallacy frequently used on the Internet. No academic sources could be found.
Questions about this fallacy? Ask our community!
 lbl11",intentional
test,The teenagers where rude and disrespectful therefore all teenagers are rude and disrespectful. lbl05,faulty generalization
test,"""Her arguments against the protest were weak. After all, she can't be fair; she works for the government."" lbl06",ad hominem
test,"The meteorologist predicted the wrong amount of rain for May. Obviously, the meteorologist is unreliable. lbl05",faulty generalization
test,"""You're too ugly to be class president!"" lbl06",ad hominem
test,Senator Smith says we should cut back the Defense budget. His position is that we should let down our defenses and just trust our enemies not to attack us! lbl07,fallacy of extension
test,Researchers are frauds who don’t earn their salaries lbl06,ad hominem
test,"My grandfather was a typical Irishman - friendly, outgoing, and drunk half the time. lbl05",faulty generalization
test,I dropped the ball because Mercury is in retrograde. lbl01,false causality
test,all bachelors are unmarried males lbl03,circular reasoning
test,All of those who hate the Duterte administration are CPP-NPA supporters. lbl05,faulty generalization
test,"Teaching assistant: the homework assignment was much harder than we thought, so I think we should give a few extra points to students who completed it.
Professor: that’s a terrible idea. If we give everyone a perfect score for no reason, students won’t bother working hard in the future. lbl07",fallacy of extension
test,"Either you believe what I’m saying, or you must believe exactly the opposite. lbl12",false dilemma
test,"The claim that because somebody famous supports an idea, the idea must be right. This fallacy is often used in advertising. lbl10",fallacy of credibility
test,I don't see how you can say you're an ethical person. It's so hard to get you to do anything; your work ethic is so bad lbl08,equivocation
test,"Jeff is preparing to create a commercial for a new energy drink. He visits a local high school and surveys students in an English class about their beverage preferences. The majority of the class says they prefer grape flavored drinks, so Jeff tells his superiors that grape is the flavor favored most by high school students. What error in reasoning has Jeff made? lbl05",faulty generalization
test,You can't believe Jack when he says there is a God because he doesn't even have a job. lbl06,ad hominem
test,French people are great at kissing.  Julie is French.  Get me a date! lbl05,faulty generalization
test,Smoking pot is against the law because it is wrong; I know it is wrong because it is against the law lbl03,circular reasoning
test,All chess players are geniuses. lbl05,faulty generalization
test,"Kids: If you wouldn't eat your dog, why eat a turkey? Go vegan. lbl09",fallacy of logic
test,"White men can't jump. No, really, they can't! lbl05",faulty generalization
test,There is definitely a link between dementia and drinking energy drinks. I read about it on Wikipedia. lbl10,fallacy of credibility
test,"Thomas: ""Dating apps are an effective way to meet potential dates. With people's busy work schedules nowadays, technology can help you make connections.""
Nina: ""Dating apps are dangerous! Most people are catfished, and guys usually pretend to be so much better than they really are online. If we're so busy, we won't have time for any of that, anyway.""
What fallacy is Nina leaning toward? lbl07",fallacy of extension
test,How many school shootings should we tolerate before we change the gun laws? lbl11,intentional
test,"An influencer posts on Instagram that the restaurant ""EP is poppin'! Everyone worth knowing is here tonight - come on down!"" -- this is an example of: lbl02",ad populum
test,Everyone knows that teenagers are lazy lbl05,faulty generalization
test,"Charlie: I think we should put more money into schools. Quality public education is so important. Bob: So you’re saying we should cut military spending and spend it instead on more spiral notebooks and crayons? I guess you want our country to be a weak, defenseless target for terrorists. lbl07",fallacy of extension
test,"If I go to the bathroom, I will miss the notes, then I'll do poorly on a test, then I won't get into college, so I won't go to the bathroom. lbl05",faulty generalization
test,I can't trust the mayor or the governor. All politicians must be liars. lbl05,faulty generalization
test,Eighty-five percent of those surveyed said that it is important to have a cell phone. lbl01,false causality
test,sending M-16s to Syrian rebels inevitably mean boots on the ground in Damascus. lbl05,faulty generalization
test,"Jimmy stole Tommy’s lunch in the past.
Therefore, it is acceptable for Tommy to steal Jimmy’s lunch today. lbl04",fallacy of relevance
test,Over one million students have purchased Brain Power. lbl02,ad populum
test,"In a study designed by a famous academic to test the effects of pleasant imagery on motivation, employees were shown images of baby animals and beautiful nature scenes for their first five minutes at work.

Amazingly, results showed a 10 percent leap in profits in the first quarter and record earnings over the course of a year. So, showing employees pleasant images is a great way to increase their motivation and improve productivity lbl10",fallacy of credibility
test,"On my walk to work this morning, a woman on her bike nearly ran me off the sidewalk. I hadn't realized that cyclists were so aggressive and rude! lbl05",faulty generalization
test,"Everyone already believes that the defendant killed her husband, and that many people can't be wrong. lbl02",ad populum
test,"Jeff is preparing to create a commercial for a new energy drink. He visits a local high school and surveys students in an English class about their beverage preferences. The majority of the class says they prefer grape flavored drinks, so Jeff tells his superiors that grape is the flavor favored most by high school students. What error in reasoning has Jeff made? lbl05",faulty generalization
test,All chess players are geniuses. lbl05,faulty generalization
test,"If I don't take this AP class, then I won't do well on the exam. If I don't do well on the AP exam, then I won't get into a good college. If I can't get into a good college, then I'll never get a good job. If I can't get a good job, then I'm going to have to live in my parents' basement forever. Guess I'll sign up for the AP class... lbl05",faulty generalization
test,Historians agree that studying the past is the best way to avoid repeating mistakes. lbl08,equivocation
test,"Accused on the 6 o'clock news of corruption and taking bribes, the senator said that we should all be very wary of the things we hear in the media, because we all know how very unreliable the media can be. lbl06",ad hominem
test,"A father talking to his daughter on dating a boyfriend he doesn’t like says, “If you continue dating this guy who doesn’t take his education seriously, you’ll end up dropping out of school, you then won’t be able to get a job, and you will get married too young.” lbl05",faulty generalization
test,The meteorologist predicted the wrong amount of rain for May. Obviously the meteorologist is unreliable. lbl05,faulty generalization
test,"How can you tell me I should exercise to lose weight? All you do is sit behind a desk all day. I've never seen you do a lick of exercise.

Identify the logical fallacy commited in this argument. lbl06",ad hominem
test,10 of the last 14 National Spelling Bee Champions have been Indian American. Indian Americans must all be great spellers! lbl05,faulty generalization
test,"A: The Government should enact minimum-wage legislation so that workers are not exploited.
B: Nonsense. You say that only because you cannot find a good job. lbl06",ad hominem
test,“against the man;” attacking the individual rather than their position. lbl06,ad hominem
test,"""I bought a ticket to win a new car at the mall, since I have never won anything like that in the past."" lbl01",false causality
test,SM 1: Second World War discussion lbl07,fallacy of extension
test,"Jack: I have tiny, invisible unicorns living in my anus.

Nick: How do you figure?

Jack: Can you prove that I don't?

Nick: No.

Jack: Then I do. lbl11",intentional
test,"Mrs. Miller taught your older brother, who was the class clown. She decides to be strict with you from the very first day of class because she thinks you will be a clown, too. lbl05",faulty generalization
test,"Daniel was a precocious child and had a liking for logic. He reasoned that atoms are invisible, and that he was made of atoms and therefore invisible too. Unfortunately, despite his thinky skills, he lost the game of hide and go seek. lbl05",faulty generalization
