text,label,label_updated
Since believing in a deity requires blind faith it is inherently illogical and therefore produces logical contradictions whether one argues in favor of the existence of such deity (or deities).,false causality,fallacies of defective induction
Either we pass this ordinance or there will be rioting in the streets.,false dilemma,fallacies of defective induction
No other international movement/NGO/protest group only uses telegram.,fallacy of credibility,fallacies of defective induction
We kill people in war. Torture is worse than killing. Who says we can't torture?,fallacy of red herring,fallacy of relevance
"1. Red Herring
 2. Faulty logic- one does not lead to the other.
 3. ""Free?"" that's your opinion.
 4. You're gonna have to explain your opinion.
 5. How in the heck are Obama and Hitler similar? Ideology? Genocide? Persecution of Jews? Nationalism? Legacy? Historical context?
 6. It's ""Nobel.""
 Bye.",ad hominem,fallacy of relevance
"""If we allow gay people to get married, then the next thing you know people will be wanting to marry their pets!""",faulty generalization,fallacies of defective induction
A husband and wife could both become state prostitutes and be paid for sleeping together,fallacy of red herring,fallacy of relevance
"We should offer movies on our company's website. REPLY: No, we've built our company's fortune by renting movies only through our stores.",fallacy of credibility,fallacies of defective induction
The Royals are promoting their team for the next season by telling people to come join the team because everyone else has.,ad populum,fallacy of relevance
Americans should give money to charity because it is the right thing to do.,circular reasoning,fallacies of presumption
"Melvin: Boss, why do I have to work weekends when nobody else in the company does?
 Boss: Am I sensing insubordination? I can find another employee very quickly, thanks to Craigslist, you know.",appeal to emotion,fallacy of relevance
We as the Board can either choose to approve this initial public offering or we can suffer slow annihilation at the hands of our competitors.,false dilemma,fallacies of defective induction
"Callie: Did you know that Jake Tooten was a racist?
Chris: I know Jake well. Why do you say he’s a racist?
Callie: He was on a podcast the other day...
Chris: Did he say something racist?
Callie: No, but the podcast host did an interview two years ago with a woman who said she supported an organization that had a history of racism back in the 1960s. Jake clearly supports racism!",faulty generalization,fallacies of defective induction
"Cannabis Use, Abuse, and Dependence",circular reasoning,fallacies of presumption
"Frameworks are self indulgent, over complicated, buggy, poorly performant, and ultimately unnecessary for most website development needs.",fallacy of red herring,fallacy of relevance
We need it to create a real democracy.,fallacy of red herring,fallacy of relevance
"This will make social benefits even more expensive for everyone. We would have to hire supervisors, bureaucrats, security and more enforcement, etc. as well as provide supplies and a place to work. This would be an incredibly expensive way of gathering unskilled labor, and is government overreach.",fallacy of red herring,fallacy of relevance
"You can't give me a C! I'm an A student, a C is just wrong!",circular reasoning,fallacies of presumption
It has been tied to a decrease in sexual violence towards women.,faulty generalization,fallacies of defective induction
Skipping looking for a second opinion or evidence and just asking one doctor is what fallacy?,fallacy of credibility,fallacies of defective induction
"""everybody's doing it, so it must be a good thing to do.""",ad populum,fallacy of relevance
"Feminism is part of “a socialist, anti-family political movement that encourages women to leave their husbands, kill their children, practice witchcraft, destroy capitalism and become lesbians.” (Statement from Pat Robertson)",fallacy of extension,fallacy of relevance
Forty million people won't be wrong. Please buy the latest iPhone 12.,ad populum,fallacy of relevance
It's questionable whether the purpose of one's life is more oriented towards pleasuring themselves or rather living a life in accordance to a culture/religion (Individualist versus Collectivist problem),fallacy of red herring,fallacy of relevance
"""I can't trust that doctor's advice on how to raise my child. He has never been a mother.""",ad hominem,fallacy of relevance
"Supreme Court Justice Byron White was an All-American football player while in college, so how can you say that athletes are dumb?",faulty generalization,fallacies of defective induction
"If you told a person, ""I think we should all stay inside to bend the curve of COVID-19"" and they replied, ""so I guess you want people to lose their jobs then,"" what logical fallacy are they using?",fallacy of extension,fallacy of relevance
", rather than on his arguments or opinions.",ad hominem,fallacy of relevance
"This type of propaganda implies that since EVERYONE else is buying a product, so should you!",ad populum,fallacy of relevance
"In class, Ryan turns to Doug and says, ""Smoking cigarettes is nothing short of suicide: the smoker is willingly killing himself. Duh.""",fallacy of red herring,fallacy of relevance
The mayor argued that we need to reduce funding for the animal shelter in order to balance the budget. Don't vote for someone who doesn't think the government should care about animals.,fallacy of extension,fallacy of relevance
"One of our clients doubled their conversions after changing all their landing page text to bright red. Therefore, changing all text to red is a proven way to double conversions.",faulty generalization,fallacies of defective induction
how is self defense more a social utility than taveling faster from point a to point b?,faulty generalization,fallacies of defective induction
We should move to the Midwest because Mujtaba from the Wall Street Journal says the cost of living is cheaper there.,fallacy of credibility,fallacies of defective induction
"""Even though it's only the first day, I can tell this is going to be a boring course.""",faulty generalization,fallacies of defective induction
"""You can't give me a C. I'm an A student!""",circular reasoning,fallacies of presumption
"Some of you have objected to the ethics of my clinic's buying those new test batteries. You claim that the new tests are unreliable, have no published norms, have never demonstrated validity, cannot be used by clients who are physically disabled, have been condemned as bogus by every major scientific organization, and were developed and sold by my brother-in-law, who unfortunately cannot be with us today due to a misunderstanding with his overly controlling and rigidly judgmental parole officer. What you have apparently failed to appreciate, however, is that these new tests are much easier to learn, can be administered and scored in a fraction of the time required by the old tests, and were so inexpensive compared to the old tests that I'll be able to give you each a bonus at the end of the month.",fallacy of red herring,fallacy of relevance
"Oh please, what do you know about labor laws? You don't even have a job.",ad hominem,fallacy of relevance
"""The two courses I took at UF were not very interesting. I don't think its a good university.""",faulty generalization,fallacies of defective induction
vim or vi are more likely to be present on any given Unix system. If you interact with a lot of Unix systems if makes more sense to use the common editor.,fallacy of red herring,fallacy of relevance
"Webster's defines theft as the taking of property with intent to deprive the rightful owner of it. The taxee sends money to the taxing authority themselves, on pain of imprisonment. This is not theft but extortion, the getting of property/money from a person by the use of force or threats.",fallacy of red herring,fallacy of relevance
Senator Lewis says we should not fund the missile attack program. I disagree. I don't know why she wants to leave us defenseless like that.,fallacy of extension,fallacy of relevance
"A mother is telling her daughter that she went over her data for the month, and the daughter begins telling her mother about getting an A on a math test.",fallacy of red herring,fallacy of relevance
"The decentralization of science has traditionally played a role in keeping science honest. By contrast, climate science has behaved as a research monopoly which seeks to protect funding for researchers that support man as the cause, while actively undermining researchers convinced it is the Sun.",fallacy of red herring,fallacy of relevance
"Democracy is rule by the average and the media. The average person is uninformed about most things, and more concerned with their daily lives, and will vote for whoever gives them the most 'free' stuff or makes them feel good.",fallacy of red herring,fallacy of relevance
"Churches, mosques and other religious institutions should be required to present (and praise and preach:)) evolution, fossil record, deep time, relativity, etc.. since neither story is superior to the other.",fallacy of slippery slope,fallacies of defective induction
"JOHN F. KENNEDY: I'm not satisfied when the United States had last year the lowest rate of economic growth of any major industrialized society in the world""¦ (from opening statement)
 RICHARD NIXON: We heard tonight, for example, the statement made that our growth in national product last year was the lowest of any industrial nation in the world. Now last year, of course, was 1958. That happened to be a recession year. But when we look at the growth of G.N.P. this year, a year of recovery, we find that it's six and nine-tenths per cent and one of the highest in the world today""¦ (from opening statement)
 September 26, 1960
 Chicago, Illinois
 
 What logical fallacy does Kennedy use?",faulty generalization,fallacies of defective induction
"Nobody actually types the indentation these days; we all let our editors do it for us. Have you ever remembered typing four spaces or a tab for indentation? No, because your editor did it for you. For example in Java or Python after a brace / colon the editor will indent the next line for you.",ad populum,fallacy of relevance
"Bernice: Do you support Black Lives Matter?
 Mildred: Of course, I do!
 Bernice: Then you should support me looting that store.
 Mildred: Wait... what?",equivocation,fallacy of ambiguity
"After Will said that we should put more money into health and education, Warren responded by saying that he was surprised that Will hates our country so much that he wants to leave it defenseless by cutting military spending.",fallacy of extension,fallacy of relevance
President Petutti ordered a military strike that killed many civilians. He is no different than any other mass murder and he belongs in prison!,faulty generalization,fallacies of defective induction
"Pol Pot, the Cambodian Maoist revolutionary, was against religion, and he was a very bad man. Frankie is against religion; therefore, Frankie also must be a very bad man.",faulty generalization,fallacies of defective induction
"The school is in bad shape. Either we tear it down and put up a new building, or we continue to risk students' safety. Obviously, we shouldn't risk anyone's safety, so we must tear the building down.""",false dilemma,fallacies of defective induction
One day robots will enslave us all. It's true. My computer science teacher says so.,fallacy of credibility,fallacies of defective induction
"Jane gets a rather large wart on her finger. Based on a story her father told her, she cuts a potato in half, rubs it on the wart and then buries it under the light of a full moon. Over the next month her wart shrinks and eventually vanishes. Jane writes her father to tell him how right he was about the cure.",false causality,fallacies of defective induction
"A fallacy which assumes that because something is popular, it is therefore good, correct, or desirable.",ad populum,fallacy of relevance
"When your parent asks you why you have a bad grade in math class, and you answer, ""All teachers are the enemy!""",fallacy of red herring,fallacy of relevance
"In our psychology department, half of the faculty believe that the new assistant professor shows serious problems in the area of ethics. The other half believe that the new faculty member shows no problems in the area of ethics. Obviously the new professor shows mild to moderate problems in the area of ethics.",fallacy of red herring,fallacy of relevance
"are you saying
 ""sending a message that makes the computer destroy itself is equvalent to dircetly destroying the computer, because you have to assume that the computer lacks defensive software""
 ?",fallacy of red herring,fallacy of relevance
The ESA says so,fallacy of credibility,fallacies of defective induction
"Don’t waste food, people in Marawi are suffering because of hunger.",appeal to emotion,fallacy of relevance
You know Jane Fonda's exercise videos must be worth the money. Look at the great shape she's in.,false causality,fallacies of defective induction
Explicit is better than implicit.,ad populum,fallacy of relevance
"Isn't David Irving the known racist anti-semite, associated with radical right wing groups, who's work was proven in court to have been falsified in order to serve his political agenda?",fallacy of credibility,fallacies of defective induction
"Don't use iPhones. Teachers use iPhones and teachers are extremely dorky. If you use an iPhone, you will be dorky like a teacher!",faulty generalization,fallacies of defective induction
"involves acceptance or rejection of concepts based on their source, not their merit",ad hominem,fallacy of relevance
"""Yesterday, you were late for ten minutes. Today you were late for an hour. You know someday, you will simply cease to show up.""

What logical fallacy is used in the statement above?",faulty generalization,fallacies of defective induction
A few students are misbehaving...therefore the whole class is bad. What fallacy is this an example of?,faulty generalization,fallacies of defective induction
I guess that I should by my 12 year old an iPhone since everyone else has one.,ad populum,fallacy of relevance
"Look, you are going to have to make up your mind. Either, you decide that you can afford this stereo, or your decide that you are going to have to go without music for a while.",false dilemma,fallacies of defective induction
"There are so many experiences in the human realm that are wonderful. Sexual intimacy between two willing adults who love each other is wonderful. A therapist helping a client is wonderful. When the relationship between a therapist and client is so deep that it could be characterized as love, it's wonderful. When all these acts become part of one process between two people, it must be exceptionally wonderful. How could anyone condemn such a wonderfully human process as unethical?",faulty generalization,fallacies of defective induction
uses irrelevant information or other techniques to distract from the argument at hand,fallacy of red herring,fallacy of relevance
"My friend told me to quit singing in the car since I have a ""bad voice."" She sings in the car all of the time!",ad hominem,fallacy of relevance
"Anarchy is the consistent application of rules in society - there are no exceptions to the rules.
 Government is the inconsistent application of rules in society - there are exceptions to the rules.",circular reasoning,fallacies of presumption
Encourages the audience to become part of a group or act because other people are acting in the same way.,ad populum,fallacy of relevance
"I think scientists are wrong. There is no such thing as global warming. I just finished talking to my boss, and he thought the idea was ridiculous.",fallacy of credibility,fallacies of defective induction
"Ladies and gentlemen of the jury, look at the bloody clothes, the murder weapon. Imagine the helpless screams of the victim. Such a crime deserves no verdict except guilty, guilty!",fallacy of red herring,fallacy of relevance
pypi is working better than rubygems,ad populum,fallacy of relevance
Order is necessary to justice because justice can only be achieved by a program of social and legal order.,circular reasoning,fallacies of presumption
You can't believe Bob's idea. He's a socialist.,ad hominem,fallacy of relevance
"Sarah wakes up one morning to find that she has just slept through her anatomy test. She emails her teacher and asks if she can make up the test. Sarah states that she deserves to take it over because she didn't sleep well because her boyfriend just broke up with her, her dog is sick and she stained her favorite dress. What fallacy is this?",appeal to emotion,fallacy of relevance
"""Either you are for us, or you're against us!""",false dilemma,fallacies of defective induction
"One writer does not define what socialism is. It is accepted by all economists that the above examples are socialism, and that almost all nations (including the US) are partly socialist.",fallacy of credibility,fallacies of defective induction
"Red had come up six times in a row on the roulette wheel, so Greg knew that it was close to certain that black would be next up. Suffering an economic form of natural selection with this thinking, he soon lost all of his savings.",ad populum,fallacy of relevance
The military being a stronger force does not mean we do not have the right to fight back against them if they are oppressors.,false causality,fallacies of defective induction
"Board Member: ""If this company is going to maximize its profits in the coming year, we need to fully exploit all of our available resources.""
 Human Resources Director: ""Not so fast. Our employees are one of our most valued resources, and we have a strict policy against exploiting our workers.""",equivocation,fallacy of ambiguity
"The new iPhone comes out this weekend! If you don't get it, you're not cool!",ad populum,fallacy of relevance
I can't understand why people are complaining that it's difficult to find a job in this job market. My daughter and I got jobs without any trouble.,faulty generalization,fallacies of defective induction
"""An economic system is a system of production, resource allocation, and distribution of goods and services in a society or a given geographic area""
 Without consumption of goods/services, there is NO economic system.",false causality,fallacies of defective induction
It allowed the US forces to advance their troops onto Afghanistan and united the whole of America behind the cause. This benefitted the US both financially and politically.,false causality,fallacies of defective induction
"I would argue that he is still better then Hilary Clinton. Hilary Clinton has contradicted her self so much, and is still contraindicating her self. We currently have the lesser of two poisons.",fallacy of red herring,fallacy of relevance
"PC gamers introduce the most stigma into this industry. Gamers who don't want to involve themselves with Nazi association, social ineptness, misogyny or the entirety of World of Warcraft shouldn't game on PC. Instead they should play cool people games such as Street Fighter and Wii Sports.",prejudicial language,fallacy of relevance
"I guess I should buy my 12 year old daughter an iPhone. Everyone at her school has one, and I want her to fit in with the other kids.",ad populum,fallacy of relevance
"Three kids in one class failed the Jane Eyre quiz, I guess,all the other classes will all fail it, too.",faulty generalization,fallacies of defective induction
"Matthieu was the only player on the team who didn't grow a playoff beard, and thus he ended up getting injured.",false causality,fallacies of defective induction
"""I stay away from those gatherings because I don't want to be brainwashed.""",circular reasoning,fallacies of presumption
"In Nov of 2009, somebody released 1000 emails obtained from the Climatic Research Unit at the Univ of East Anglia. The event was named Climategate, and it taught us that some climate scientists are willing to hide and misrepresent the data in order to create a motivating fear in the public.",fallacy of red herring,fallacy of relevance
"The death penalty does not (statistically) appear to prevent further violent crime. In fact, states in the U.S. without the death penalty have, on average, a 25% fewer murders per capita",false causality,fallacies of defective induction
Paranormal activity is real because I've seen a ghost.,circular reasoning,fallacies of presumption
The numbers on gun violence speak for themselves. We should ban guns in the country!,faulty generalization,fallacies of defective induction
"""Everyone loves going to the movies.""",faulty generalization,fallacies of defective induction
"All Greek food causes illness; when I traveled through Greece, I got food poisoning.",faulty generalization,fallacies of defective induction
"If Jesus is not God, how come he is the center of your life?",fallacy of red herring,fallacy of relevance
"If I don't take this AP class, then I won't do well on the AP exam. If I don't do well on the AP exam, then I can't get into a good college. If I can't get into a good college, then I won't be able to get a good job. If I can't get a good job then I'll have to live in my parents' basement forever. Guess I'll sign up for the AP class.",faulty generalization,fallacies of defective induction
Dismissing someone's viewpoint on an issue because he himself is inconsistent in that very thing.,ad hominem,fallacy of relevance
"Unless you can close your eyes to abuse, write a check to save this puppy.",false dilemma,fallacies of defective induction
"Growing up, many children are told to eat their dinner or else they would never grow big and tall. What fallacy is this?",false dilemma,fallacies of defective induction
"Iran was planning to trade their oil in currency other than USD. Esssentially lowering the value of the Dollar.Iraq had already begun trading in currency other than USD. The Attacks of 9/11 put the U.S. in the two main positions to make a ""show of force"" to Iran as well as seize Iraq oil.",fallacy of red herring,fallacy of relevance
It most definitely did though.,ad populum,fallacy of relevance
We are all subjects of Her Majesty the Queen and its her money,fallacy of credibility,fallacies of defective induction
"Class society is the root of economic inequality, and replacing capitalist productive relations with a socialist socioeconomic formation [1] is the most effective way to eradicate economic inequality.",circular reasoning,fallacies of presumption
"My new sport psychology intervention works! I chose the player with the lowest batting average based on the last game from each of the teams in our amateur baseball league. Then I gave each of them my 5-minute intervention. And almost all of them improved their batting average in the next game!"" (Note: this example may also involve the statistical phenomenon of regression to the mean.",false causality,fallacies of defective induction
"In the United States, one can vote for either Democrats or Republicans.",false dilemma,fallacies of defective induction
You have to invite Jenna to your party because it would not be nice not to invite Jenna.,circular reasoning,fallacies of presumption
Fatima sneezed and she caused a tsunami in Tokyo.,false causality,fallacies of defective induction
"I am going into surgery tomorrow so please pray for me. If enough people pray for me, God will protect me from harm and see to it that I have a successful surgery and speedy recovery.",appeal to emotion,fallacy of relevance
"I'm raising funds to help cure XYZ disease. If you don't donate, then you're part of the problem.",false dilemma,fallacies of defective induction
"Every time that rooster crows, the sun comes up. That rooster must be very powerful and important!",false causality,fallacies of defective induction
UltraEdit blows it away and can (if you want) emulate other editors.,fallacy of red herring,fallacy of relevance
"As a police officer who has worked for the city for 15 years, I have been a witness to distracted drivers and something needs to be done.",fallacy of credibility,fallacies of defective induction
When someone says that what is true of something as a whole must also be true of each of its parts.,faulty generalization,fallacies of defective induction
A commercial shows images of animals in need to persuade the audience to make donations.,appeal to emotion,fallacy of relevance
"Hundreds of thousands of animals are being tortured and killed every year, and for what? So that we can modernize our beauty products and overstock our grocery stores?",appeal to emotion,fallacy of relevance
"Person 1: ""I am for raising the minimum wage in our state."" Person 2: ""She is for raising the minimum wage, but she is not even smart enough to run a business.",ad hominem,fallacy of relevance
"Martin: All white people are not racists.
Charlie: Yes they are. You just believe that because you are white.
",ad hominem,fallacy of relevance
"""My roommate said her Debate class was hard, and the one that I'm in right now is hard, too. All Debate classes must be hard!""",faulty generalization,fallacies of defective induction
"""My best friend tweeted about the health benefits of pizza, and so we're going to out to eat two vegetable pizzas tonight.""",fallacy of credibility,fallacies of defective induction
it's always good to see something original from your friends,fallacy of red herring,fallacy of relevance
There's no way you know this - you're clearly too young to understand!,ad hominem,fallacy of relevance
"People don't really believe a flying spaghetti monster is real but people do believe their gods are real. They only pretend to believe to show how stupid religion is.
 Beliefs shouldn't grant extra rights.",ad populum,fallacy of relevance
"If Mom didn't turn off the air conditioner, then clearly she must be too hot.",false dilemma,fallacies of defective induction
People either like coffee or hate it.,false dilemma,fallacies of defective induction
"""My brother's girlfriend's Mother's hairdresser said that COVID numbers are going down, so I'm not going to bother with my mask"" IS an example of this fallacy.",fallacy of credibility,fallacies of defective induction
"Lois and Jan did a ""snow dance"" one afternoon, and it snowed that night. They claimed to have brought the snow.",false causality,fallacies of defective induction
"I'm not surprised, frankly, that someone who gets lost in his own neighborhood would argue that New York has better pizza than Chicago.",ad hominem,fallacy of relevance
Why would you trust Paris Hilton to sell health food? She drinks and parties and has multiple partners.,ad hominem,fallacy of relevance
"""Because I forgot to leave my porch light on, someone robbed my house.""",false causality,fallacies of defective induction
"If a supreme being exists, it must contain everything that exists, or else it is not the greatest being.",fallacy of red herring,fallacy of relevance
"Iterating over arrays of values is much more efficient than arrays of pointers to objects. Jumping to pointers can invalidate CPU cache after each increment, while array of values can fit into a single or a few CPU cache lines, which makes iteration an order of magnitude faster.",ad populum,fallacy of relevance
All four year olds talk too much.,faulty generalization,fallacies of defective induction
"Based on a survey of 1000 American homeowners, 99% of those surveyed have two or more automobiles worth on average $100,000 each. Therefore, Americans are very wealthy.",faulty generalization,fallacies of defective induction
"If you're going to add that much salt to the soup, you might as well pour the whole box in!",faulty generalization,fallacies of defective induction
It is either you are for the US war on terror or against it.,false dilemma,fallacies of defective induction
You either are for us or you are all against,false dilemma,fallacies of defective induction
"You can't have theft without property. You can't have taxes without laws (taxes without laws *would* be extortion or theft). While you have a legal system that defines property and taxes, you can't say that taxation is theft, as it is codified under particular legal system.",fallacy of credibility,fallacies of defective induction
I asked six of my friends what they thought of the new spending restraints and they agreed it is a good idea. The new restraints are therefore generally popular.,faulty generalization,fallacies of defective induction
Those who believe in behavior modification obviously want to try to control everyone by subjecting them to rewards and punishments.,fallacy of extension,fallacy of relevance
There is evidence of his negligence worsening the event.,fallacy of red herring,fallacy of relevance
Marijuana has been proven to cause schizophrenia,false causality,fallacies of defective induction
"God is perfect. There cannot be something that is perfect and does not exist, so God must exist.",circular reasoning,fallacies of presumption
they could make more money by investing in bitcoin that they'd ever earn in the gov.,fallacy of red herring,fallacy of relevance
"You can fell of the stairs because of spaces, proof: watch?v=SsoOG6ZeyUI",fallacy of red herring,fallacy of relevance
"Jews in europe
 1933: 9,494,368
 1948: 9,372,666
 Roman Catholics
 1933: 220,000,000
 1948: 203,944,823
 ""the world population of Jews increased between 1933 and 1948 from 15,315,000 to 15,753,000.""",fallacy of credibility,fallacies of defective induction
"Mormonism is one of the fastest growing sects of Christianity today so that whole story about Joseph Smith getting the golden plates that, unfortunately, disappeared back into heaven, must be true!",ad populum,fallacy of relevance
"Our colleague, Doctor Î§, is too young and inexperienced; we could do without his advice.",ad hominem,fallacy of relevance
"Not only is paying a higher income tax a patriotic duty, it is also a sacred obligation.",ad populum,fallacy of relevance
"Speaker 1: Jesus was not really crucified.
 Speaker 2: How do I know that's true?
 Speaker 1: Because the Quran says so.
 Speaker 2: How do I know the Quran is correct?
 Speaker 1: Because the Quran is the Word of God, and everything it says is true.
 Speaker 2: How do I know that's true?
 Speaker 1: Because God tells us so, here in the Koran.",circular reasoning,fallacies of presumption
Marty said that his Xbox One X had better resolution than Phil's PS4 during their gaming console debate. Phil suddenly brought up how powerful his PC was when Marty started talking about the specs of the two gaming consoles.,fallacy of red herring,fallacy of relevance
A driver with a New York license plate cuts you off in traffic. You decide that all New York drivers are terrible drivers.,faulty generalization,fallacies of defective induction
"Because Martin Sheen played the president on television, he'd probably make a great president in real life.",fallacy of credibility,fallacies of defective induction
"You're just a sexist pig, cis scum.",prejudicial language,fallacy of relevance
"""Eating five candy bars and drinking two sodas before a test helps me get better grades. I did that and got an A on my last test in history.""
 What fallacy is this an example of?",false causality,fallacies of defective induction
"Americans should not be allowed to exit the United States.
 This way, US economy crashes and muslim (plus europeans, russians, chinese, latin americans, etc...) people are safe again.",false causality,fallacies of defective induction
"Joe and Sam are at the race track betting on horses. Joe: ""You see that horse over there? He lost his last four races. I'm going to bet on him.""
 Sam: ""Why? I think he will probably lose.""
 Joe: ""No way, Sam. I looked up the horse's stats and he has won half his races in the past two years. Since he has lost three of his last four races, he'll have to win this race. So I'm betting the farm on him.""
 Sam: ""Are you sure?""
 Joe: ""Of course I'm sure. That pony is due, man...he's due!""",ad populum,fallacy of relevance
“Live with me or live on the streets”,false dilemma,fallacies of defective induction
"You smoke pot? If you keep doing that, you'll be a heroin addict within two years.",faulty generalization,fallacies of defective induction
Not all methods need to use expensive virtual calls. It is especially useful when not using inheritance at all for some classes.,ad populum,fallacy of relevance
frenchie is an autist,prejudicial language,fallacy of relevance
Everyone does it. You should too.,ad populum,fallacy of relevance
It solves problems you'll never encounter because you don't have Facebook scale.,fallacy of red herring,fallacy of relevance
We should ban all hairspray or the world will end!,false dilemma,fallacies of defective induction
"The CEO of that company hates the environment, so I hate him and won’t buy their products.",ad hominem,fallacy of relevance
You can't be my partner in class because you didn't donate to the Hurricane Sandy fundraiser.,ad hominem,fallacy of relevance
Delores is a big supporter for equal pay for equal work. This is the same policy that all those extreme feminist groups support. Extremists like Delores should not be taken seriously -- at least politically.,faulty generalization,fallacies of defective induction
"Q: Did the President have an affair?
 A: ""He's very busy at the moment with the Middle East Peace talks, and has no time for
  silly accusations.""",fallacy of red herring,fallacy of relevance
Over 5 million Filipinos use our products. It's time to switch to our brand now!,ad populum,fallacy of relevance
"Three congressional representatives have had affairs. Therefore, members of Congress are adulterers.",faulty generalization,fallacies of defective induction
"""My dad is a mechanic and he says that eating brushing your teeth twice a day is good for you. Since he is a mechanic, he knows best.""",fallacy of credibility,fallacies of defective induction
"You should eat more green leafy vegetables, because Ms. Lord says so, and she is an expert on grammar and vocabulary.",fallacy of credibility,fallacies of defective induction
"Southerners talk fast. I was just on the phone with one, and I could barely keep up!",faulty generalization,fallacies of defective induction
"Which logical reason supports the opposition to the motion ""Cell phones give off an unsafe radiation and should not be used.""",false causality,fallacies of defective induction
"""The government should not prohibit drugs. Otherwise the government should also ban alcohol or cigarettes. And then fatty food and junk food would have to be regulated too. The next thing you know, the government would force us to brush our teeth and do exercises everyday.""",faulty generalization,fallacies of defective induction
My mom says that most tourist from France are rude. She had to wait on one the other day and the lady threw her pancakes on the ground because they were not big enough.,faulty generalization,fallacies of defective induction
"Steve: I think it is fantastic that you and Sylvia are getting married!
Chuck: I cannot believe you think my getting married only exists in my imagination!  That is what fantastic means, after all.
",equivocation,fallacy of ambiguity
He will Make America Great again.,ad populum,fallacy of relevance
"Don't listen to Senator Bob's opinion. He is a crook, and a spiteful loony man.",ad hominem,fallacy of relevance
Of course we should buy an Apple computer whenever we need a new computer. We have been buying Apple as far back as anyone can remember!,fallacy of credibility,fallacies of defective induction
"The Theory of Evolution is a theory. A theory is a system of ideas. Therefore, the Theory of evolution is a system of ideas. Ideas are not observable. Therefore, the Theory of Evolution is not observable.",circular reasoning,fallacies of presumption
"Don't listen to her even though she's a doctor. She isn't a good person, so her opinion is invalid.",ad hominem,fallacy of relevance
You can believe in a God without believing in the notion that evolution did not occur and that the world is not 6000 years old.,fallacy of red herring,fallacy of relevance
It was purposefully created to mock religion.,fallacy of red herring,fallacy of relevance
"the reason why more people are leaving this country is because of economic problems, therefore because there is an economic problem is that people are leaving this country.",circular reasoning,fallacies of presumption
"""You can never give anyone a break. If you do, they'll walk all over you.""",faulty generalization,fallacies of defective induction
"Matt is running for class president. In his campaign speech he says, ""My opponent does not deserve to win. She is a smoker and she cheated on her boyfriend last year.""
What fallacy has Matt committed?",ad hominem,fallacy of relevance
"My opponent raised a good point, but can we trust him? I mean he just moved to town only 5 months ago, how much could he really know?",ad hominem,fallacy of relevance
"Every day, I eat cereal for breakfast. One time, I had a muffin instead, and there was a major earthquake in my city. I've eaten cereal ever since.",false causality,fallacies of defective induction
"""She's such a mean teacher and person - that's why she wouldn't raise my grade ONE percent!""",ad hominem,fallacy of relevance
"""We should abolish the death penalty. Many respected people, such as actor Guy Handsome, have publicly stated their opposition to it.""",fallacy of credibility,fallacies of defective induction
Jon: Why should I bother exercising while my spouse is on vacation stuffing her face with food.,appeal to emotion,fallacy of relevance
Either you eat this meatloaf or you eat nothing.,false dilemma,fallacies of defective induction
The devil you do know is better than the devil you don't.,ad hominem,fallacy of relevance
"""My cousin said her Math class was hard. The one that I'm in is hard too. All Math classes must be hard.""
 This statement is an example of""¦",faulty generalization,fallacies of defective induction
I am voting for Smith for President because the rest of my family is voting for him.,ad populum,fallacy of relevance
"The Bible clearly says, ""Thou shall not bear false witness."" Therefore, as a Christian, you better answer the door and tell our drunk neighbor with the shotgun, that his wife, whom he is looking to kill, is hiding in our basement. Otherwise, you are defying God himself!",faulty generalization,fallacies of defective induction
"In a monarchy or aristocracy, ordinary people knew that they would not really be able to use legislative power in their own favor. Thus, they kept a really watchful eye on whatever the monarch does. In a democracy, everybody can potentially profit from these things, so legislative abuse is rampant.",fallacy of slippery slope,fallacies of defective induction
By the same reasoning the claim the universe was not created must therefore also be non-scientific. So belief in creationism is no less rational than belief in naturalism.,fallacy of red herring,fallacy of relevance
"Nobody in their right mind would trust that guy. I mean, look at him!",ad hominem,fallacy of relevance
"""[Everyone else is buying it, so you should too!]""",ad populum,fallacy of relevance
Words with strong feelings that bring about feelings in the reader. Strong words (+ or -) specifically used to sway the reader,appeal to emotion,fallacy of relevance
Human greed inevitably leads to ruling party members enriching themselves while the majority live in primitive conditions. E.g. east vs west Berlin during the cold war.,prejudicial language,fallacy of relevance
"Creation is not required for existence.
 Energy cannot be created or destroyed as per the first law of thermodynamics.
 The universe is made of matter and energy.
 The universe was not created.",fallacy of red herring,fallacy of relevance
"""Honesty is defined as always being honest.""",circular reasoning,fallacies of presumption
Democrats are gay and Republicans are rich.,faulty generalization,fallacies of defective induction
"Then all you know about god is from what 12 people claimed, two thousand years ago. A time where the average person worshiped gods of thunder and stones and believed in witchcraft and magic. I cannot tell you whether you should believe or not, but make sure you know who you're listening to.",ad hominem,fallacy of relevance
No one can deny that [my theoretical orientation] is the only valid theoretical orientation,circular reasoning,fallacies of presumption
smoking cigarettes is deadly because cigarettes can kill you,circular reasoning,fallacies of presumption
All hunting is inhumane and should be outlawed.,circular reasoning,fallacies of presumption
"Water fluoridation affects the brain. Citywide, student’s test scores began to drop five months after fluoridation began.",false causality,fallacies of defective induction
"""The best minds in physics have studied physics most of their lives, as it's necessary to study physics extensively to become a top physicist.""",circular reasoning,fallacies of presumption
This was not the case for the majority of human history,false causality,fallacies of defective induction
"""Chick fil A is the greatest food chain in existence. Look at the crowds!""",ad populum,fallacy of relevance
